sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Armenia_LBA_EIA:I14053,0.099026,0.12491000000000001,-0.044877,-0.020995,-0.036930000000000004,0.002789,0.006580000000000002,-0.004615,-0.054608,-0.024237,-0.001949,0.006894,-0.020515,-0.002064,0.016422,-0.015910999999999998,-0.001173,-5.07e-4,-0.002263,0.004876999999999999,0.008485,-0.0021019999999999997,8.629999999999998e-4,0.001084,0.006465999999999999
Armenia_LBA_EIA:I14055,0.101303,0.11577000000000001,-0.032809,-0.025517,-0.038469,-0.01004,0.007755,0.002077,-0.057880000000000015,-0.024602,0.002273,0.010341,-0.004906,-0.004954,0.005157,-0.008485999999999999,0.003129,0.002534,-0.002891,0.007754,0.014974,-0.0115,0.0040669999999999994,-0.010242,-0.004190999999999999
Armenia_LBA_EIA:I14066,0.110408,0.128972,-0.038466,-0.010982,-0.032621,0.001116,0.009165,-0.006461,-0.041109,-0.029887,-0.002436,0.004796,-0.010109,-0.0055049999999999995,0.014115,-0.002784,0.00339,-0.001014,-0.006661999999999999,0.005503,9.98e-4,-0.0019779999999999997,0.008751,-0.003133,-0.001437
Armenia_LBA_EIA:I14588,0.108132,0.12491000000000001,-0.045254,-0.016796,-0.034468,-0.006692999999999999,0.001645,-0.0062309999999999996,-0.040905,-0.025512999999999997,-0.001949,0.006444,-0.015015,-0.004266,-2.71e-4,-0.003978,0.005867,-0.002407,-0.004651,-5e-4,0.0034939999999999997,8.659999999999999e-4,-9.86e-4,-0.001325,-0.0032329999999999998
Armenia_LBA_EIA:I14601,0.099026,0.135065,-0.042238,-0.020995,-0.036622,0.001116,0.009165,0.001846,-0.051335,-0.025512999999999997,0.004709,0.005694999999999999,-0.011298,0.001789,0.001629,-0.0179,-0.014342,3.8e-4,6.28e-4,-0.008504,0.009858,-0.009274,8.629999999999998e-4,-0.002289,-0.002515
Armenia_LBA_EIA:I14602,0.105855,0.127957,-0.040729,-0.026163,-0.042777,-0.004183,0.007755,-0.004384,-0.057676,-0.028247,0.005033999999999999,0.006894,-0.014569,0.006055,0.009772,-0.011535,-0.013169,0.005320999999999999,0.007164999999999999,5e-4,0.0058649999999999996,0.00371,0.012571,0.001205,-0.002634
Armenia_LBA_EIA:I14603,0.111547,0.129988,-0.042991999999999995,-0.025517,-0.030775,8.37e-4,0.00893,-0.001615,-0.049495,-0.020046,-4.8699999999999997e-4,0.002248,-0.003568,-2.7499999999999996e-4,0.00855,-0.007292,0.004563,3.8e-4,0.003645,0.002751,0.006613,-0.0028439999999999997,0.0045600000000000016,-0.007832,0.002036
Armenia_LBA_EIA:I14606,0.102441,0.120848,-0.054681999999999994,-0.016796,-0.034468,-0.004462,0.005875,-0.001385,-0.051131,-0.030251,-0.005521,0.005245,-0.008473999999999999,-0.001514,0.011265,-0.002121,0.009127,0.001647,-8.8e-4,0.006378,0.003119,0.003833,0.001602,-0.002892,-0.009939
Armenia_LBA_EIA:I14618,0.103579,0.127957,-0.030547,-0.013243,-0.027697,0,0.012691,-0.006461,-0.047859,-0.023691,0,0.001499,-0.010704,0.0012389999999999999,0.008007,-0.002652,0.004693999999999999,-0.001647,8.8e-4,-0.001751,0.009109,-0.002597,-2.4599999999999996e-4,-0.001446,0.002515
Armenia_LBA_EIA:I14620,0.101303,0.128972,-0.041106,-0.013566,-0.042162,0.01004,0.006110000000000002,-0.006692,-0.050108,-0.034624999999999996,0.003085,0.003447,-0.007730000000000002,-0.008257,-5.43e-4,-0.001193,0.023208,0.004434,0.0032679999999999996,0.011005,0.013726,0.007666,1.2299999999999998e-4,0.00253,-2.3899999999999998e-4
