sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Swiss_French:Swiss_French6,0.129758,0.138112,0.042238,0.005491,0.036622,0.011713,0.00376,0.006692,0.013294,0.025695,-0.000487,0.001049,-0.013528,-0.017616,0.007329,-0.010475,0.005346,-0.005448,0.005656,-0.003377,0.00836,0.000742,0.006902,0.006748,0.003712
Swiss_French:Swiss_French7,0.134311,0.142174,0.046763,0.010659,0.043085,0.011435,-0.00282,0.006923,0.016566,0.014214,-0.003248,0.009741,-0.017839,-0.007707,0.010179,0.020286,0.024251,-0.003547,0.002263,0.006628,0.000749,-0.002226,-0.010353,-0.001687,-0.00012
Swiss_French:Swiss_French8,0.132035,0.148267,0.039975,0.021318,0.050163,0.013108,0.00658,0.002538,0.00634,0.011663,0.000974,0.001199,-0.016799,-0.010184,0.0095,0.006497,0.001956,-0.00076,0.007039,-0.008879,-0.004367,0.002968,-0.002958,-0.002048,0.015807
Swiss_German:Swiss_German1,0.132035,0.141159,0.042615,0.01938,0.042777,-0.001673,0.00611,-0.000462,0.012271,0.01549,-0.006658,0.003447,-0.019177,-0.015827,0.012893,0.005569,0.011083,0.004814,0.004651,-0.006378,-0.004617,0.006059,-0.002711,0.014219,-0.006945
Swiss_German:Swiss_German2,0.129758,0.140143,0.044877,0.029716,0.037238,0.013108,0.00329,0.004154,0.012885,0.015672,-0.008119,0.010341,-0.016799,-0.010872,0.012486,-0.013392,-0.020731,0.001647,-0.000126,0.000875,0.009733,0.001607,-0.011216,-0.001807,-0.007185
Swiss_German:Swiss_German3,0.124067,0.140143,0.056945,0.026486,0.029236,0.004183,0.000705,0.007384,0.002863,0.006743,0.005034,0.010641,-0.011744,-0.019818,0.009093,-0.004773,0.00665,-0.000127,0.004148,-0.008754,0.009234,0.009769,-0.003081,0.008435,-0.005029
Swiss_German:Swiss_German4,0.125205,0.136081,0.048271,0.027778,0.040007,0.006136,0.003055,-0.003,0.016157,0.011845,-0.001299,-0.003747,-0.013082,-0.005505,-0.002714,0.004641,0.001956,-0.003674,0.008673,0.008129,0.004742,0.006677,-0.002835,0.011929,-0.002994
Swiss_German:Swiss_German5,0.129758,0.145221,0.049026,0.022287,0.044316,0.012829,0.003995,0.014769,0.002863,0.009476,-0.005521,0.005095,-0.012785,-0.007707,0.008279,0.005569,0.006519,-0.00076,0.005656,0.003377,-0.001747,0.003339,0.001972,0.009881,0.003353
Swiss_German:Swiss_German6,0.125205,0.137096,0.045632,0.021318,0.048932,0.005857,0.010575,0.008769,0.01493,0.014579,0.007145,0.001349,-0.016055,-0.004404,0.017508,-0.002917,-0.008345,-0.005068,0.009679,-0.001,0.002121,-0.007048,-0.001972,0.003856,-0.001078
Swiss_German:Swiss_German7,0.127482,0.141159,0.044123,0.016473,0.036007,0.014502,-0.00611,-0.000692,-0.000409,0.016401,-0.006658,0.004046,-0.016947,0.001651,0.004072,-0.006364,-0.014994,0.003294,0.001508,0.00025,0.002496,-0.001484,0.002095,0.015424,-0.000958
Swiss_German:Swiss_German8,0.127482,0.145221,0.036581,0.018411,0.04647,0.004183,0.000705,0.010153,0.007567,0.007107,0.003897,0.01094,-0.012933,-0.007982,0.005293,0.002652,-0.002868,0.009628,0.008799,-0.003877,-0.006489,0.00915,-0.002711,-0.006145,0.000359
Swiss_Italian:Swiss_Italian1,0.122929,0.135065,0.014708,-0.017765,0.01908,0.000837,-0.002115,0.006461,0.007363,0.016948,0.001624,0.002847,-0.009663,-0.001514,-0.004072,-0.002387,0.009127,-0.008488,0.00176,0.002501,0.002745,-0.002473,-0.009983,0.010845,-0.001796
Swiss_Italian:Swiss_Italian2,0.117238,0.144205,0.026021,-0.01615,0.032006,-0.002231,0.00282,0.007154,0.011862,0.025513,0.003085,0.004646,-0.008028,-0.005505,-0.006786,0.001724,0.002217,0.003801,-0.000377,0.001376,0.003868,0.003957,0.007148,0.003494,-0.000359
Swiss_Italian:Swiss_Italian3,0.126344,0.144205,0.029038,-0.00969,0.029236,-0.006972,0,-0.002538,0.008795,0.018224,-0.002436,0.001798,-0.015907,-0.003441,0.001629,0.006497,0.007041,-0.002787,0.004902,-0.010755,0.000374,-0.002226,-0.001602,0.004097,0.000599
Syrian_Jew:SyriaJewK6,0.08992,0.142174,-0.026776,-0.062339,-0.001846,-0.020638,-0.005405,-0.003692,0.002659,0.012028,0.005684,0.001349,0.005054,0.00289,0.001493,-0.006762,-0.007432,-0.001267,-0.003142,-0.004252,-0.002121,-0.001484,0.006532,-0.003012,0.001197
Syrian_Jew:SyriaJewSY06,0.084229,0.14319,-0.044877,-0.070737,-0.009848,-0.023427,-0.00329,-0.001154,-0.001432,0.004738,0.007145,-0.00045,0.005946,-0.003303,-0.001764,0.008353,-0.000522,-0.003801,-0.004399,-0.005378,0.004617,-0.00507,-0.000493,-0.000602,0.003473
Syrian:Ber10AH252,0.081953,0.126941,-0.052043,-0.056525,-0.023081,-0.012829,-0.00329,-0.001615,-0.001432,-0.005649,0.001786,-0.002997,0.003271,-0.003441,-0.0019,0.022142,0.008214,0.012289,0.005908,0.001501,-0.00861,0.002597,-0.001109,0.005904,-0.001676
Syrian:Ber12AG184,0.08992,0.117801,-0.038466,-0.057494,-0.020004,-0.011156,-0.002585,-0.011076,-0.020043,0.008565,-0.001299,-0.001349,0.000297,0.005092,-0.000136,-0.016706,-0.009779,-0.000127,-0.001006,0.000125,0.007736,0.002844,-0.000616,-0.003976,-0.000599
Syrian:Ber12AL16,0.021626,0.112724,-0.05506,-0.059755,-0.023081,-0.029841,-0.00423,0.006461,0.003681,-0.015855,0.006983,-0.008692,0.028394,-0.001239,0.009093,0.007027,-0.023078,-0.003041,0.004902,0.025512,0.003119,0.002226,0.002588,-0.001928,0.001317
Syrian:Ber13R7,0.035285,0.129988,-0.065242,-0.079135,-0.021235,-0.028168,0.00235,-0.006,0.013703,0.008747,0.006008,-0.002698,0.015907,-0.00523,-0.005293,0.0118,0.009779,-0.000633,0.007919,0.004627,-0.002371,-0.004575,-0.014297,0,-0.003233
Syrian:Ber16AG177,0.07057,0.132019,-0.052797,-0.055233,-0.014772,-0.020638,-0.01034,-0.008538,0.006136,0.010752,0.003085,-0.001948,0.010852,-0.00523,-0.004886,0.013657,0.019688,-0.020017,0.006285,-0.007504,0.002371,-0.004328,-0.001972,-0.008314,0.005389
Syrian:Ber16AG184,0.080814,0.141159,-0.055814,-0.077843,-0.01231,-0.020359,0.0047,0.008077,-0.009613,0.000911,0.005521,-0.005545,0.006392,0.00234,-0.008822,0.001591,-0.008084,-0.002154,-0.007542,-0.002751,-0.003244,0.002349,-0.008134,-0.000602,0.003113
Syrian:Ber17AG181,0.088782,0.122879,-0.042992,-0.059755,-0.017542,-0.01004,-0.001645,-0.002538,0.002454,-0.008747,0.001461,0.000749,0.005946,-0.008945,-0.008686,0.004906,-0.011735,-0.004181,-0.004022,-0.001126,0.006364,0.001484,0.002342,0.000482,-0.009221
Syrian:Ber17AG57,0.066017,0.120848,-0.041106,-0.059109,-0.017234,-0.018965,-0.00423,-0.002538,-0.008999,-0.010023,0.00341,-0.000749,0.008325,0.013212,0.0019,-0.003845,-0.007432,0.00038,0.001508,-0.005127,0.011979,0.01051,-0.001725,0.00253,-0.001078
Syrian:Ber1AH252,0.081953,0.142174,-0.060339,-0.069122,-0.016618,-0.021753,-0.00564,-0.005538,-0.001432,-0.003462,0.007307,-0.014237,0.014717,-0.001651,-0.006515,0.00769,0.004824,-0.004814,0.005154,-0.008629,0.006863,0.00371,-0.014543,-0.005302,0.00455
Syrian:Ber1AM54,0.042115,0.112724,-0.061471,-0.056202,-0.015387,-0.02259,-0.006815,-0.005077,0.003477,-0.008018,0.003248,-0.005395,0.018583,0.001514,-0.00095,0.007558,-0.016559,0.003674,0.006536,0.002001,0.004617,-0.00643,-0.002465,0.000723,0.007424
Syrian:Ber3AG163,0.0774,0.128972,-0.043369,-0.067507,-0.018465,-0.022869,-0.00094,-0.009461,-0.014317,0.016401,0.000325,-0.001948,0.003717,-0.012799,-0.004479,0.017767,0.009127,-0.001394,0.006536,0.010755,0.000998,-0.002102,-0.012695,-0.001084,-0.00479
Syrian:Ber4AG112,0.086506,0.118817,-0.046386,-0.057171,-0.025851,-0.008925,-0.009635,0.002077,-0.007567,0.002005,0.001949,-0.004046,0.007136,0.003303,-0.0019,0.002784,-0.016428,0.002027,0.003017,0.003627,-0.004492,0.00643,0.005423,-0.002289,-0.002395
Syrian:Ber5AG112,0.092197,0.1046,-0.052043,-0.027778,-0.042162,-0.009482,0.00188,-0.006461,-0.021475,-0.016037,-0.005196,-0.002098,0.002081,-0.006744,-0.012351,0.011005,0.011474,0.000887,0.004902,-0.019134,0.00025,-0.013973,-0.0053,-0.004699,0.00455
Syrian:Ber5AL10,0.05122,0.140143,-0.039221,-0.0646,-0.025851,-0.028726,-0.007755,-0.004154,0.009204,-0.009294,-0.000325,-0.012439,0.020218,-0.004404,-0.002714,0.013789,0,0.00114,-0.001885,0.000375,-0.007112,-0.003339,-0.001109,0.00735,-0.003952
Syrian:Ber5AL16,0.042115,0.126941,-0.060716,-0.063631,-0.01908,-0.014223,0.00752,-0.000692,0.004704,-0.003462,-0.000162,-0.012589,0.011001,0.007707,-0.0019,0.009679,0.001825,0.003674,-0.000377,-0.001376,0.001373,-0.00507,-0.002095,0.01205,-0.003952
Syrian:Ber5R35,0.03187,0.133034,-0.033941,-0.056525,-0.006155,-0.02761,-0.005875,0,0.005931,0.002916,0.012991,-0.010641,0.012933,0.001101,-0.005565,-0.005701,-0.019818,0.00114,-0.000754,0.003877,0.014724,0.000742,0.002958,-0.006748,-0.002634
Syrian:Ber6AG118,0.033009,0.126941,-0.057699,-0.076228,-0.020004,-0.026495,-0.000705,0.002538,0.004704,-0.009659,-0.001299,-0.013188,0.022002,0.003165,0.008143,0.01485,-0.001173,0.003041,0.005279,0.008879,-0.000125,0.001113,0.001972,-0.000723,0
Syrian:Ber7R59,0.080814,0.119832,-0.032055,-0.047481,-0.016618,-0.016176,-0.007285,-0.003,-0.007363,0.003098,0.001461,0.000599,0.002527,0.010872,-0.005293,-0.0118,-0.007432,-0.003547,0.004148,-0.001,-0.005615,0.006925,-0.001725,-0.004217,0
Syrian:Ber9AG181,0.076261,0.135065,-0.036958,-0.067184,-0.005847,-0.020917,-0.006345,0.000231,0.006545,0.001822,-0.001949,-0.003747,0.013379,0.012386,0,-0.01127,-0.015907,-0.00076,-0.007039,-0.007879,0.000374,0.001607,0.007025,-0.003253,0.007305
Tat_Azerbaijan:Tat_Balakhany01,0.097888,0.103584,-0.0445,-0.033592,-0.040931,-0.004462,-0.000705,-0.006692,-0.03661,-0.02278,0.005034,-0.00015,-0.00892,0.000963,0.0019,0,-0.011735,0.003167,0.00352,-0.009379,0.002745,0.00507,-0.00037,0.001205,0.003353
Tat_Azerbaijan:Tat_Khizi01,0.097888,0.101553,-0.046763,-0.029393,-0.035391,-0.005299,0.010105,-0.003,-0.03661,-0.020228,-0.00341,-0.002248,-0.003122,-0.005918,0.0057,-0.011933,-0.013038,0.001394,-0.001383,-0.006503,-0.010357,-0.010016,0.002095,0.001928,0.005508
Tat_Azerbaijan:Tat_Lahij01,0.102441,0.092413,-0.045632,-0.023579,-0.047086,0.003347,0.004465,-0.002538,-0.038655,-0.011663,0.001624,0.002098,-0.007136,0.000688,0.006379,0.00411,-0.004694,0.000887,0.002514,0.005503,0.002371,-0.007914,-0.000616,0.003012,0.004191
Tat_Azerbaijan:Tat_Lahij02,0.10927,0.099522,-0.044123,-0.019057,-0.034468,-0.001394,0.011986,0.002538,-0.042132,-0.018406,-0.002273,0.007643,-0.015163,0.002064,0.006922,-0.004641,0.001956,-0.002407,-0.003645,-0.000875,0.001497,0,-0.001602,0.003374,0.003353
Tat_Azerbaijan:Tat_Quba01,0.102441,0.103584,-0.040729,-0.016796,-0.037853,-0.001116,0.00564,-0.003461,-0.043973,-0.021686,0.001461,0.004796,0.000149,-0.006606,0.007057,0.010342,0.009127,-0.0019,0.001131,0.006628,0.005989,-0.002968,-0.005546,0.00482,0.003233
Tat_Azerbaijan:Tat_Surakhany01,0.097888,0.109677,-0.046763,-0.025517,-0.037545,0.001116,0.006345,-0.000462,-0.025565,-0.018588,0.000162,0.001049,-0.002379,0.001239,0.002579,-0.001591,-0.019166,0,0.003017,-0.007379,-0.00262,0.001484,0.002342,0.006025,0.003952
Tat_Dagestan_Dzhalgan:GRC11053417,0.104717,0.100537,-0.032432,-0.010982,-0.026774,0.013945,0.00799,-0.009923,-0.043564,-0.020775,0.003897,0.006594,0.001635,0.003028,0.012079,-0.012463,-0.0103,0.002534,-0.000503,-0.014382,0.000624,0.001484,0.006162,0.00494,0.007544
Tat_Dagestan_Dzhalgan:GRC11053419,0.103579,0.09546,-0.032809,-0.007106,-0.032314,0.002789,0.007755,0.001615,-0.039269,-0.020228,-0.002111,-3e-04,-0.011001,-0.015964,0.017508,0.011668,0.016298,0.005068,-0.005405,-0.001376,-0.001497,0.005441,0.001972,0.002771,-0.002515
Tat_Dagestan_Dzhalgan:GRC11053420,0.10927,0.097491,-0.036204,-0.011951,-0.039084,0.008925,0.01081,-0.003461,-0.036814,-0.0277,0.002761,-3e-04,0.003865,-0.003991,0.006922,0.004375,-0.005737,0.003547,-0.001006,0,0.009234,0.006554,-0.003944,0.000241,-0.00455
Tat_Dagestan_Dzhalgan:GRC11053421,0.103579,0.101553,-0.039598,-0.017765,-0.041854,-0.000558,0.00517,-0.003,-0.045609,-0.021139,0.002273,0.004796,0.000446,-0.002202,0.007872,0.000265,-0.018906,-0.004307,0.006285,-0.012506,0.00287,-0.002102,-0.002835,0.00482,0
Tat_Dagestan_Dzhalgan:GRC11053422,0.105855,0.113739,-0.035072,-0.00969,-0.040931,0.008088,0.00282,-0.014538,-0.051745,-0.031345,-0.006983,0.008692,-0.008622,-0.014313,0.015879,0.004906,-0.004172,-0.006081,-0.007039,-0.008254,0.006364,-0.004204,-0.00037,0.007712,0.002275
Tat_Dagestan_Dzhalgan:GRC11053423,0.108132,0.09546,-0.029793,0.002907,-0.036622,0.007251,0.010575,-0.008307,-0.049495,-0.038816,-0.006171,-0.002698,0.004162,-0.014038,0.019408,-0.000663,0.004433,-0.007981,0.001383,-0.002001,-0.001747,-0.000371,0.006779,0.018316,-0.001557
Tat_Dagestan_Dzhalgan:GRC11053424,0.106994,0.093429,-0.043369,-0.005168,-0.031698,0.005578,0.00658,-0.006461,-0.046631,-0.03098,0.006171,0.004196,-0.003122,-0.003716,0.007057,0.001326,0.001043,0.013176,0.003394,0.002001,-0.005989,0.000495,0.005546,0.005784,-0.004191
Tat_Dagestan_Dzhalgan:GRC11053425,0.102441,0.100537,-0.034318,-0.016796,-0.035699,0.004741,-0.000235,-0.002769,-0.049495,-0.023508,0.004872,-0.00015,-0.0055,-0.009496,0.011808,-0.001193,-0.002738,-0.004434,-0.002891,-0.007754,0.000374,-0.001607,0.000493,0.00012,0.006826
Tat_Dagestan_Dzhalgan:GRC11053427,0.110408,0.096475,-0.029038,0.007429,-0.039084,0.004741,0.006345,-0.005769,-0.048063,-0.034989,-0.002436,-0.003897,-0.008771,-0.006606,0.016829,-0.000928,-0.005737,-0.005954,-0.002137,-0.005002,-0.008735,-0.003833,0.001109,0.002169,0.004311
Tat_Dagestan_Dzhalgan:GRC11053428,0.101303,0.102568,-0.04186,-0.008075,-0.033237,0.00753,0.01081,-0.002769,-0.042541,-0.020593,-0.000974,0.00015,-0.001933,-0.012524,0.011672,0.005569,-0.004433,-0.004181,-0.007416,-0.001626,-0.004866,0.002597,-0.009244,0.008796,0.00479
Tat_Dagestan_Dzhalgan:GRC11053429,0.104717,0.099522,-0.033187,-0.005491,-0.029236,0.006693,0.003525,-0.008538,-0.044791,-0.022233,-0.00406,0.002698,-0.00892,-0.000963,0.010993,-0.001591,-0.008345,-0.003801,0.008547,-0.008754,-0.005865,-0.00136,0.003328,-0.004097,0.003832
Tat_Dagestan_Dzhalgan:GRC11053430,0.103579,0.096475,-0.030924,-0.001938,-0.033852,0.002789,0.00564,-0.01223,-0.054403,-0.030069,0.004709,-0.004046,-0.000892,-0.005643,0.010586,-0.001724,0.001565,0.003294,-0.004525,-0.002001,0.000873,-0.002844,-0.004437,0.00735,-0.006227
Tat_Dagestan_Dzhalgan:GRC11053431,0.10927,0.103584,-0.035449,-0.011951,-0.029236,0.001116,0.010575,-0.004154,-0.039882,-0.030798,0.004872,0.002548,-0.002973,-0.002752,0.001086,0.001193,0.003912,0.011275,0.007165,0.004377,0.000998,-0.00371,0.006779,-0.003253,0.001437
Tat_Dagestan_Dzhalgan:GRC11053432,0.104717,0.094444,-0.036204,-0.010013,-0.040623,-0.002231,0.011986,-0.006231,-0.041314,-0.028064,-0.005684,0.007643,-0.004906,-0.010184,0.0095,-0.005304,0.001825,-0.0019,0.001508,-0.000625,-0.003369,0.004575,0.000616,0.006627,-0.003592
Tat_Dagestan_Dzhalgan:GRC11053433,0.09675,0.094444,-0.032432,-0.011305,-0.04647,-0.000279,0.008225,-0.004846,-0.051745,-0.034625,-0.001949,0.001798,0.005203,-0.009358,0.015336,0.001061,-0.002868,0.002787,0.006159,0.007504,-0.001747,-0.001978,0.003944,-0.000241,-0.00455
Tat_Dagestan_Nyugdi:GRC11053438,0.104717,0.09546,-0.043746,-0.034561,-0.038776,0.001673,0.003995,-0.003461,-0.03845,-0.018588,-0.004384,0.007793,0.001635,-0.013762,0.007193,0.016574,0.008605,0.000127,-0.005028,-0.000375,0.007736,-0.00643,-0.00456,0.002169,-0.004311
Tat_Dagestan_Nyugdi:GRC11053441,0.101303,0.101553,-0.042992,-0.013566,-0.035699,0.003904,0.003525,0.001846,-0.035587,-0.021504,-0.000812,0.006145,-0.01115,0.001101,0.003257,0.00053,-0.005346,0.006461,-0.001383,-0.008004,0.004367,-0.002102,-0.001972,0.001205,0.003233
Tat_Dagestan_Nyugdi:GRC11053443,0.102441,0.087336,-0.040352,-0.013243,-0.035391,-0.002789,0.005875,-0.009461,-0.030474,-0.02278,-0.001299,-0.002698,-0.011893,-0.000963,0.0038,-0.000663,-0.004042,0.002787,-0.003897,-0.01038,-0.00574,-0.005193,-0.003574,0.003253,0.007784
Tat_Dagestan_Nyugdi:GRC11053444,0.10927,0.089367,-0.040352,-0.024871,-0.028621,-0.003904,0,-0.002538,-0.030883,-0.018953,-0.001461,0.006744,-0.00223,0.003441,0.00095,0.00769,-0.00665,0.007348,0.005028,-0.007379,0.001497,-0.005935,-0.002465,-0.003374,-0.003233
Tat_Dagestan_Nyugdi:GRC11053445,0.094473,0.090382,-0.054305,-0.033592,-0.038469,-0.001116,0.00047,-0.006231,-0.03211,-0.014761,-0.004547,0.003747,-0.009217,-0.000963,0.004479,0.00769,0.001304,0.002407,0.000628,-0.005503,0.005366,-0.00272,-0.00419,0.00241,0.00479
Tat_Dagestan_Nyugdi:GRC11053450,0.100164,0.085304,-0.0445,-0.023902,-0.028313,0.002789,0.0047,-0.001154,-0.029656,-0.021139,-0.008769,0.005245,-0.001933,-0.001101,0.007736,-0.007425,-0.017993,0.00038,0.004274,-0.00988,0.003868,-0.001731,-0.002588,-0.00482,-0.002155
Tat_Dagestan_Nyugdi:GRC11053452,0.101303,0.089367,-0.053174,-0.035207,-0.030775,-0.005299,-0.00188,-0.010153,-0.029247,-0.005285,-0.002111,0.00045,-0.001189,0.010046,-0.002579,-0.004243,-0.009518,0.002407,-0.002011,-0.007253,-0.001373,-0.01014,-0.00419,-0.00964,-0.002155
Tat_Dagestan_Nyugdi:GRC11053453,0.097888,0.093429,-0.04186,-0.020995,-0.033852,0.005857,0.002115,-0.004384,-0.027815,-0.015126,0.000487,0.007493,-0.002973,-0.014175,-0.002443,0.016309,0.017211,-0.000887,0.000377,0.005253,0.005865,-0.001237,0.002588,-0.002289,0.000359
Tat_Dagestan_Nyugdi:GRC11053456,0.091058,0.087336,-0.035449,-0.019057,-0.03693,-0.000837,0.004935,-0.005538,-0.044586,-0.021322,-0.002111,0.001349,-0.007879,-0.006055,-0.003393,0.008221,-0.000652,-0.003674,0.005782,-0.006003,-0.001497,0.000742,0.002465,0.00482,0.005029
Tat_Dagestan_Nyugdi:GRC11053457,0.102441,0.084289,-0.044877,-0.031331,-0.036007,-0.006414,0.00799,0.007615,-0.039064,-0.015308,-0.004384,0.004196,-0.003865,-0.004404,0.000271,-0.002121,0.000913,0.001647,0.002263,-0.014882,-0.00549,-0.0115,0.002835,-0.000241,0.003952
Tat_Dagestan_Nyugdi:GRC11053458,0.093335,0.082258,-0.044123,-0.027778,-0.034776,0,0.011986,-0.008077,-0.026997,-0.010387,-0.004547,3e-04,0.004757,-0.00055,0.003257,-0.0118,-0.014212,0.002914,0.002263,-0.009505,0.002371,0.002844,-0.000616,-0.006627,0.003233
Tat_Dagestan_Nyugdi:GRC11053462,0.103579,0.093429,-0.043369,-0.030685,-0.040931,0.001394,0.003525,-0.000692,-0.039882,-0.013303,0.01153,-0.005245,-0.007879,-0.00055,-0.0038,-0.003182,-0.010822,0.003674,0.001885,-0.017633,-0.005865,0.000618,0.003204,-0.00723,-0.001557
Tat_Dagestan_Nyugdi:GRC11053463,0.095611,0.081242,-0.046386,-0.037145,-0.034468,-0.005857,0.00235,-0.011076,-0.020657,-0.01057,-0.00341,0.006145,-0.003865,-0.004404,-0.00285,0.001989,0.00339,0.000887,-0.001131,-0.003252,-0.004367,0.001113,-0.001602,0.004458,-0.001317
Tatar_Crimean_steppe:Crimean_steppe1,0.091058,-0.016248,0.031678,0.002261,-0.007386,0.00251,0.008225,0.008077,-0.006545,-0.007289,-0.011042,-0.000899,-0.003271,0.000275,-0.007057,0.010475,0.014994,-0.008488,0.004274,0.002376,0.00025,-0.006801,0.000246,0.011327,0.000239
Tatar_Crimean_steppe:Crimean_steppe2,0.091058,-0.078196,0.035449,0.004199,-0.014156,-0.000279,0.00423,0.012692,-0.003272,-0.000911,-0.009906,-0.00015,0.004162,0.011973,-0.004614,0.001989,0.004172,0.00152,-0.001257,0.009755,-0.010856,0,-0.001972,0.00012,-0.000599
Tatar_Crimean_steppe:Crimean_steppe3,0.094473,-0.067025,0.036581,0.008075,-0.006463,0,0.005875,0.007846,-0.011658,0.001822,-0.017213,-0.003297,0.003717,0.007019,-0.005836,-0.009016,0.007823,-0.005068,-0.001006,0.00025,-0.004243,0.003833,-0.007025,0.000723,0.005987
Tatar_Kazan:TTR-086,0.111547,0.023357,0.056568,0.040375,-0.007078,0.006693,0.00893,0.008769,-0.002454,-0.025149,0.00682,-0.013338,0.013677,-0.018441,-0.012758,0.004773,0.012386,-0.007348,-0.014832,-0.002501,0.004492,-0.006554,-0.0053,0.00012,0.002036
Tatar_Kazan:TTR-094,0.105855,0.005078,0.065619,0.042636,-0.016311,0.009203,0.00235,0.004615,-0.004704,-0.023691,-0.00341,-0.006145,0.014123,-0.013212,-0.013029,0.001326,0.00678,0.005321,-0.009176,-0.008504,0.004991,0.002349,-0.003944,-0.007832,-0.004311
Tatar_Kazan:TTR-097,0.111547,0.016248,0.071276,0.053295,-0.003077,0.017849,0.01034,0.017999,-0.004704,-0.016583,0.002761,-0.005995,0.00773,-0.00055,-0.011129,-0.005038,-0.001434,0.00038,-0.003645,-0.000875,0.00549,0.004946,-0.013188,0.001807,0.001557
Tatar_Kazan:TTR-201,0.106994,0.005078,0.053928,0.048127,-0.007078,0.001673,0.003995,0.005769,-0.003477,-0.016037,-0.002436,-0.001948,0.015163,-0.008945,-0.008007,-0.00305,0.010822,-0.003294,-0.013324,-0.009379,-0.012228,-0.001855,0.001109,0.00976,-0.005987
Tatar_Kazan:TTR-217,0.114961,0.025388,0.062602,0.049419,-0.001231,0.007809,0.006815,0.006231,-0.000614,-0.017859,0.005684,-0.007044,0.005352,-0.001239,-0.006922,-0.010342,-0.004433,-0.001647,-0.008673,-0.006753,-0.002496,0.00272,-0.008011,-0.004699,-0.005868
Tatar_Kazan:TTR-244,0.111547,0.004062,0.055437,0.049096,-0.00954,0.011713,0.00564,0.015922,-0.008181,-0.022962,-0.001461,-0.006894,0.020218,-0.00234,-0.0076,-0.002121,0.002868,0.002154,-0.007542,-0.009254,0.009234,0.002226,-0.010106,0.000723,0.001676
Tatar_Kazan:TTR-245,0.106994,0.011171,0.061094,0.045866,0.006463,0.005857,0.00423,0.01223,-0.00859,-0.014579,0.005684,-0.008393,0.011298,-0.001789,-0.001629,-0.011535,-0.009257,-0.004561,-0.004274,0.006253,-0.001872,0.002102,-0.002958,0.01217,0.00934
Tatar_Kazan:TTR-249,0.10927,0.014217,0.061848,0.031654,-0.007078,0.007251,0.001645,0.013153,-0.010635,-0.017312,0.00341,-0.009741,0.00996,-0.006606,-0.004343,-0.00716,-0.009388,0.000253,-0.003771,-0.004002,0.005989,0.003833,-0.001109,0,0.001437
Tatar_Kazan:TTR-250,0.10927,0.016248,0.062225,0.048127,-0.005539,0.021196,0.013631,0.01823,-0.014317,-0.023691,0.004222,-0.004946,0.011001,-0.011423,-0.015744,-0.000928,0.0103,0.007981,-0.000754,-0.009129,-0.004991,-0.003339,-0.007395,0.003856,-0.000599
Tatar_Kazan:TTR-330,0.105855,0.012186,0.067127,0.034884,-0.002462,0.008088,0.013866,0.012692,-0.014521,-0.037176,-0.003735,-0.008393,0.019772,-0.000275,-0.011943,-0.009414,0.003912,-0.003927,-0.007668,-0.005503,0.000125,0.003833,-0.014543,-0.001205,0.000599
Tatar_Kazan:TTR-493,0.10927,-0.001016,0.059585,0.047804,0.004308,0.003904,0.014806,0.011538,-0.007158,-0.020046,0.000812,-0.006594,0.019921,-0.014175,-0.009365,0.003447,0.00013,-0.003547,-0.01169,-0.004002,-0.005241,0.008408,-0.005669,-0.004217,0.000599
Tatar_Kazan:TTR-501,0.10927,-0.003047,0.063356,0.040375,-0.014156,0.010598,0.013866,0.011076,-0.006954,-0.023326,0.01153,-0.004946,0.01115,-0.012661,-0.007736,-0.007292,-0.007823,0.000887,-0.005028,-0.003752,0.000749,-0.000247,-0.013927,0.00253,-0.001437
Tatar_Kazan:TTR-514,0.108132,0.010155,0.057699,0.040698,-0.013233,0.011156,0.00611,0.004615,-0.010635,-0.026789,0.00341,-0.004646,0.008622,-0.003441,-0.012486,-0.000398,0.005085,0.009882,-0.004022,0.002251,-0.006364,-0.006677,-0.003944,-0.001928,-0.000479
Tatar_Lipka:Tatar_Lipka1,0.106994,-0.022342,0.04714,0.021964,-0.008617,0.003068,0.009635,0.008769,-0.01943,-0.018224,-0.004384,-0.003297,0.009663,0.012937,-0.005836,-0.018165,-0.023208,-0.001014,-0.002263,-0.004627,-0.009733,-0.002844,-0.006286,-0.00735,0.009939
Tatar_Lipka:Tatar_Lipka2,0.103579,-0.010155,0.052797,0.020995,0.004308,0.006693,0.00658,0.008538,-0.006136,-0.014032,-0.007632,-0.005095,0.009812,0.009771,-0.003936,-0.019491,-0.014603,0.000507,0.008296,-0.002501,-0.003244,-0.001731,-0.000123,-0.005302,0.005987
Tatar_Lipka:Tatar_Lipka3,0.102441,-0.023357,0.048271,0.023579,-0.001231,0.002789,0.010105,0.008769,-0.008795,-0.013121,-0.010068,-0.002398,0.008176,0.011698,-0.001221,0.001989,0.007562,0.001647,-0.000377,0.004002,-0.005366,-0.005564,-0.002342,0.006025,0.00455
Tatar_Lipka:Tatar_Lipka4,0.102441,-0.027419,0.048271,0.021318,-0.000615,0.012271,0.011281,0.010153,-0.007158,-0.016766,-0.010718,-0.007493,0.005649,0.013212,-0.005972,-0.004243,0.005346,-0.004687,-0.004274,0.005127,-0.004118,-0.002349,-0.000616,-0.00241,-0.001676
