sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Assyrian:Assyrian163,0.095611,0.135065,-0.057699,-0.062339,-0.028313,-0.015339,0.00282,-0.00923,-0.028224,-0.006196,0.006171,-0.002248,0.000297,0.001789,0.005293,-0.004243,-0.000782,-0.002914,-0.004274,-0.006878,0.003119,-0.001855,-0.009983,-0.006386,-0.001437
Assyrian:Assyrian164,0.099026,0.132019,-0.058077,-0.06137,-0.027697,-0.021475,0.004465,-0.001385,-0.016975,-0.001822,0.006496,-0.006744,0.00773,-0.001927,0.001357,0.016574,0.000782,0.001647,0.001383,-0.006503,-0.008859,0.002349,-0.003821,0.00241,-0.002155
Assyrian:Assyrian165,0.099026,0.129988,-0.069013,-0.066861,-0.038469,-0.016455,0.005405,-0.006461,-0.023111,-0.000729,0.003897,0.00015,0.008028,0.001101,-0.005972,-0.001326,-0.001304,0.011529,0.004651,-0.02001,0.003743,0.000247,-0.001479,-0.002892,0.007544
Austrian:Austria1,0.125205,0.137096,0.050534,0.027132,0.032621,0.01255,0.004935,0.007846,0.0045,0.002734,-0.008444,-0.001199,0.015015,-0.002477,-0.008958,-0.004773,-0.019427,0.004941,0.006159,-0.003627,-0.00287,-0.000618,-0.005546,-0.000482,-0.001676
Austrian:Austria10,0.124067,0.140143,0.0445,0.011628,0.0397,0.013387,0.00987,-0.001846,0.007772,0.01713,-0.006008,0.006744,-0.013528,-0.002752,-0.002036,0.008353,0.004433,-0.004434,0.000251,0.001126,-0.001996,0.002349,-0.003204,-0.000964,-0.008861
Austrian:Austria11,0.129758,0.141159,0.051288,0.031654,0.035699,0.005578,-0.00282,0.005538,0.007772,0.01713,-0.004709,0.001049,-0.002527,0.007156,0.002986,-0.00358,0.003781,-0.000253,0.005531,0.004127,-0.00574,-0.0115,-0.00493,0.003976,0.005987
Austrian:Austria12,0.124067,0.131003,0.050157,0.037145,0.032621,0.01004,0.00611,0.009923,0.012067,0.005103,-0.008444,-0.013338,0.006095,0.006606,-0.002443,-0.000265,-0.008866,-0.00114,0.001885,0.005753,0.00287,-0.006554,0.008011,0.010845,-0.007305
Austrian:Austria13,0.140002,0.132019,0.058077,0.030039,0.028005,0.011435,0.003995,0.008769,0.0045,0.000729,-0.002436,-0.006294,-0.003271,0.012799,-0.004072,0.004641,0.016428,0.002534,0.003017,0.009129,-0.000749,-0.003215,0.00949,0.006748,0.003712
Austrian:Austria14,0.134311,0.138112,0.056945,0.026486,0.032929,0.014781,0.00282,0.003231,-0.007567,0.004009,-0.013641,0.003747,-0.004162,0.001789,0.002307,-0.007558,-0.010431,0.004181,0.008673,-0.00025,-0.003119,0.002473,-0.0053,0.003735,-0.003592
Austrian:Austria15,0.124067,0.138112,0.067127,0.048773,0.038776,0.021475,0.011281,0.012923,0.005727,0.002187,-0.001137,-0.001349,0.001041,-0.000275,-0.010586,0.001724,0.012908,-0.000127,-0.004274,-0.003627,0.006863,-0.009521,0.001479,0.004699,-0.002155
Austrian:Austria16,0.134311,0.136081,0.053174,0.036822,0.042162,0.013945,0.007755,0.004846,0.000205,-0.00164,-0.003085,-0.002847,-0.0055,0.003165,0.003122,0.005701,0.009909,0.002407,0.002388,0.004502,0.00287,-0.003091,0.004683,0.005422,0.002275
Austrian:Austria17,0.126344,0.132019,0.056568,0.042636,0.040623,0.013387,0.005875,0.009461,-0.002454,-0.002187,-0.009256,-0.000749,-0.003568,0.004404,0.010586,0.013126,0.005867,-0.004434,0.002388,0.006253,-0.000998,0.003339,0.001725,0.00253,-0.008143
Austrian:Austria2,0.135449,0.126941,0.059962,0.044897,0.02739,0.023427,0.007285,0.007384,0.000614,-0.006196,-0.003735,0.006294,-0.001933,-0.001927,0.000814,0.014717,-0.001304,0.004434,0.015461,-0.012006,-0.001248,-0.006306,-0.001972,0.005663,-0.001796
Austrian:Austria3,0.124067,0.118817,0.050157,0.032946,0.036622,0.01255,0.00799,0.003923,0.002659,-0.004556,0.00406,0.007044,0.001784,0.003991,0.003529,-0.005569,-0.021122,-0.008361,0.005154,0.002751,-0.00025,-0.002349,-0.002342,-0.005663,0.001437
Austrian:Austria4,0.129758,0.129988,0.051288,0.015504,0.034468,0.002231,0.00047,0.002538,0.002659,0.016583,0.000487,0.008243,-0.010555,-0.012937,0.0095,-0.002519,0.002608,0.010895,0.001508,0.006503,0.000125,0.006554,0.01479,0.006266,0.001557
Austrian:Austria5,0.130897,0.13405,0.06939,0.048127,0.034468,0.013108,0.014571,0.011999,-0.001023,-0.009476,-0.002273,0.003447,0.005946,0.013625,-0.014251,-0.004641,-0.014864,0.001647,0.005656,-0.001376,0.006863,-0.006059,0.007395,-0.001807,0.002395
Austrian:Austria6,0.125205,0.146236,0.059962,0.04199,0.037238,0.016455,0.018566,0.001154,-0.004295,-0.003462,-0.007632,-0.006294,-0.000297,0.016928,0.008958,0.012994,0.000782,0.002027,0.000754,0.007253,-0.002371,-0.002226,-0.008627,0.00482,0.002994
Austrian:Austria7,0.138864,0.133034,0.048649,0.034884,0.030467,0.006972,0.00329,0.004846,0.003886,-0.003462,0.000487,0.001349,0,0.001239,-0.00095,0.01843,0.010952,-0.006208,0.005782,0.001,-0.003743,-0.000618,0.008258,0.00494,0.001437
Austrian:Austria8,0.121791,0.144205,0.053174,0.026163,0.032929,0.01255,0.009635,0.009692,0.007158,0.010205,-0.008119,-0.002698,-0.000149,-0.003165,0.007872,0.013126,0.002477,-0.004181,-0.006536,0.000375,0.000998,-0.005317,-0.001479,-0.005543,-0.008622
Austrian:Austria9,0.126344,0.136081,0.043746,0.019703,0.034468,0.009761,0.011281,0.003923,0.003886,0.002005,0.007957,0.010191,-0.006392,-0.000826,0.002172,-0.001061,0.009648,0.009502,0.000251,-0.013632,-0.01435,-0.002473,0.005916,0.005181,0.002874
Avar:DAG-448,0.117238,0.107646,-0.030547,0.007429,-0.049548,0.008646,0.0094,-0.006,-0.056449,-0.050844,-0.000974,0.008542,-0.00669,-0.011698,0.02158,0.001326,0.001043,-0.004181,-0.009804,0.004252,-0.003993,0.003215,0.009367,0.013857,-0.00455
Avar:DAG-461,0.112685,0.102568,-0.026021,0.009044,-0.044624,0.017291,0.00987,-0.001615,-0.058494,-0.037905,-0.002923,0.005095,-0.011893,-0.017753,0.017236,0.001591,0.006519,-0.005574,-0.008422,0.008754,0.003494,-0.003091,0.01023,0.008796,-0.001197
Avar:DAG-474,0.118376,0.098506,-0.019233,0.013889,-0.036622,0.008646,0.005405,-0.008307,-0.059516,-0.044101,-0.000974,0.003297,-0.008474,-0.012111,0.016829,-0.003845,0.00339,0,-0.013073,0.008879,0.000873,-0.003957,0.000616,0.013496,0.000958
Avar:DAG-477,0.117238,0.096475,-0.01697,0.018088,-0.036007,0.011435,0.009165,0,-0.059107,-0.038816,-0.001624,0.003447,-0.015758,-0.007432,0.015472,0.001989,-0.002347,0.001014,-0.008925,0.007879,0.001248,0.000495,-0.00037,0.009399,0.000359
Avar:DAG-492,0.110408,0.103584,-0.026398,0.014212,-0.045547,0.017291,0.009165,-0.005538,-0.060948,-0.040639,0.003897,0.01079,-0.007879,-0.00523,0.004886,-0.003182,0.004303,0.003294,-0.003268,-0.007879,-0.001747,0.003215,0.001479,0.012773,-0.008981
Avar:DAG-506,0.112685,0.102568,-0.021873,0.017765,-0.045239,0.017849,0.010575,-0.003231,-0.061766,-0.039545,0.001786,0.009591,-0.014569,-0.003028,0.019544,-0.004508,-0.011343,0,-0.009804,0,0.006489,0.000866,0.005053,0.002289,0.006466
Avar:DAG-515,0.114961,0.096475,-0.019233,0.016473,-0.033852,0.014502,0.01034,-0.000231,-0.058494,-0.037905,0.005196,0.000749,-0.013528,-0.008395,0.013301,0.001724,-0.00326,-0.001647,0.000503,0.01013,-0.004866,0.004081,0.001972,0.011929,-0.00467
Avar:DAG-529,0.108132,0.118817,-0.021873,-0.001292,-0.032929,0.010319,0.008225,-0.003461,-0.049086,-0.036994,0.001624,0.000749,-0.008622,0.003853,0.013572,-0.001989,0.004433,0.000253,-0.008799,0.002501,0.000873,-0.003957,0.003328,0.007712,-0.008263
Avar:GS000014405,0.1161,0.109677,-0.02489,0.018734,-0.047701,0.011435,0.007285,0.001615,-0.059312,-0.039727,0.001461,0.003747,-0.008176,0.00234,0.013436,-0.007292,-0.017732,-0.00266,0.001634,-0.004252,-0.003244,0.000618,0.009244,0.018918,-0.000958
Avar:GS000014406,0.117238,0.109677,-0.026021,0.017119,-0.0437,0.009482,0.014571,-0.007384,-0.062789,-0.043008,0.000812,0.003597,-0.012339,-0.012661,0.014251,-0.006099,0.001825,0.00038,-0.008296,0.005628,0.002246,0.006925,0.003574,0.006266,0.002275
Avar:GS000014407,0.112685,0.102568,-0.022627,0.002584,-0.040931,0.007809,0.00705,-0.007615,-0.046836,-0.036447,0.001949,0.008093,-0.009068,-0.007156,0.016694,-0.005701,0.001956,-0.005194,-0.007542,0.006503,-0.005615,0.004946,0.003081,0.003012,-0.003592
Azerbaijani_Dagestan:AZR-0853,0.095611,0.103584,-0.034318,-0.00646,-0.027697,0.005578,0.00282,-0.005077,-0.046018,-0.026606,-0.01023,0.00045,-0.00773,-0.001651,0.006922,0.008486,0.005607,-0.000507,-0.00352,-0.006003,0.00549,0,0.003204,0.006507,-0.007424
Azerbaijani_Dagestan:AZR-0860,0.103579,0.103584,-0.037712,-0.033915,-0.028005,-0.000558,0.005875,-0.006692,-0.039269,-0.023144,-0.001461,0.003597,-0.010258,0.002615,0.010586,-0.002519,-0.008866,0.006588,-0.00817,-0.001876,-0.004991,0.00136,-0.001849,-0.000482,-0.001916
Azerbaijani_Dagestan:AZR-0864,0.097888,0.092413,-0.035826,-0.028424,-0.028005,0.00251,0.00752,-0.002538,-0.041518,-0.020046,0.000487,-0.003597,0.002676,-0.007019,0.000407,0.012066,-0.001173,0.002027,-0.002137,-0.002001,0.004367,0.001484,-0.001602,0.000843,0.006706
Azerbaijani_Dagestan:AZR-0865,0.09675,0.097491,-0.052043,-0.029393,-0.041546,0.005578,0.010105,-0.00923,-0.023929,-0.012939,-0.003085,0.004796,-0.010555,-0.003303,0.003529,-0.004375,-0.011083,0.003927,0.000754,-0.006753,-0.003119,0.005317,-0.000493,-0.007109,-0.003233
Azerbaijani_Dagestan:AZR-0866,0.099026,0.091398,-0.039221,-0.024225,-0.032929,0.000279,0.00893,-0.007846,-0.034565,-0.016219,-0.001786,0.004946,0.000446,-0.007569,0.00665,-0.010077,-0.012256,0.001267,0.007416,-0.001626,0.00574,-0.008656,0.00456,0.004217,0.00946
Azerbaijani_Dagestan:AZR-0868,0.08992,0.091398,-0.029038,-0.023256,-0.03693,0.003904,0.00094,-0.007384,-0.040087,-0.01385,-0.003085,0.006894,0.001338,0.001927,0.008143,-0.003447,-0.001043,0.004434,-0.002765,0.001251,-0.000624,-0.003215,0.008381,0.000241,-0.002515
Azerbaijani_Dagestan:AZR-0869,0.104717,0.089367,-0.047894,-0.02261,-0.040931,-0.003626,0.00658,-0.000231,-0.046018,-0.017312,-0.003573,0.007643,0.004608,0.003165,0.006107,-0.004906,0.002738,-0.005701,-0.003394,-0.003752,0.004243,-0.013725,-0.003821,0.000361,-0.002275
Azerbaijani_Dagestan:AZR-0870,0.099026,0.089367,-0.042238,-0.033269,-0.037238,0.002789,0.011281,-0.000692,-0.040291,-0.004738,-0.000974,0.007943,-0.006244,-0.00234,0.009636,0.010607,-0.000652,-0.000253,-0.001634,-0.008129,0.001123,0.008903,-0.000863,0.000241,0.004311
Azerbaijani_Dagestan:AZR2_azer_Dagestan,0.101303,0.092413,-0.038466,-0.01615,-0.038776,0.001952,0.00846,-0.002308,-0.041927,-0.026971,0.00065,0.000749,-0.001189,-0.001376,0.013843,0.003447,-0.004433,-0.008615,-0.003142,-0.003126,-0.001123,0.001484,0.000616,0.004338,0.002634
Azerbaijani_Dagestan:AZR4_azer_Dagestan,0.100164,0.105615,-0.043746,-0.024871,-0.041854,-0.001394,0.009165,-0.004615,-0.043359,-0.016401,0.000812,0.002398,-0.00223,-0.007156,-0.000679,0.002121,0.002347,0,-0.005656,-0.005628,0.000374,-0.000247,-0.002465,-0.001084,-0.001557
Azerbaijani_Dagestan:AZR535_azer_Dagestan,0.103579,0.092413,-0.042992,-0.026809,-0.036007,-0.001116,0.000235,-0.003231,-0.03886,-0.013668,-0.002273,0.003747,-0.004757,0.001927,0.008143,-0.002387,-0.005215,-0.003041,0.000251,-0.002376,-0.004243,-0.000124,0.001725,-0.004097,0.001676
Azerbaijani_Dagestan:AZR8_azer_Dagestan,0.104717,0.105615,-0.042992,-0.014535,-0.039084,0.006136,0.00047,-0.006,-0.040291,-0.026789,-0.000974,0.003297,-0.004014,0.006881,0.012486,-0.010475,-0.014212,0.000887,-0.004022,-0.008129,-0.002745,-0.000866,0.000123,-0.003374,0.002634
Azerbaijani_Dagestan:GRC11053435,0.09675,0.088351,-0.035449,-0.013243,-0.032929,0.001116,0.00282,-0.011769,-0.031497,-0.018224,-0.000812,0.001199,-0.002379,-0.011973,0.006107,0.011403,0.012386,-0.005574,-0.00905,-0.006878,-0.013726,-0.00643,0.006409,-0.005904,0.005029
Azerbaijani_Dagestan:GRC11053436,0.101303,0.080227,-0.043746,-0.024871,-0.044316,0.000558,0.00517,-0.006,-0.039269,-0.014761,-0.00341,0.002398,-0.003271,-0.003028,-0.007057,-0.000398,-0.005476,-0.003674,-0.001006,0.002126,-0.00861,0.000371,0.004314,0.008435,-0.002754
Azerbaijani_Dagestan:GRC11053437,0.10927,0.101553,-0.046763,-0.020995,-0.047393,-0.001116,0.003525,-0.01223,-0.039678,-0.015855,0.001299,0.001199,-0.007433,-0.005918,0.0057,0.007823,0.001304,-0.001774,-0.003142,-0.003877,-0.000749,-0.002597,-0.006409,0,0.008742
Azerbaijani_Dagestan:GRC11053439,0.110408,0.099522,-0.033941,-0.014212,-0.038161,0.01255,-0.00094,-0.000923,-0.035792,-0.024237,0.001624,-0.004646,-0.006987,-0.009634,0.002579,0.000398,-0.005476,0.004054,-0.000251,-0.005253,0.002121,-0.001237,-0.003451,0.008796,0.001676
Azerbaijani_Dagestan:GRC11053440,0.100164,0.1046,-0.039598,-0.009044,-0.044931,0.008367,-0.00376,-0.003692,-0.046222,-0.026424,-0.011042,0.004046,-0.006244,-0.010322,0.010315,0.007823,0.007432,-0.008108,-0.007165,0.012756,0.001622,-0.001978,-0.007641,0.005061,0.000239
Azerbaijani_Dagestan:GRC11053446,0.110408,0.107646,-0.038466,-0.006783,-0.03416,0.005299,0.00376,-0.007384,-0.057062,-0.033167,0.005034,0.004496,-0.014717,-0.01156,0.010179,0.011005,0.011735,-0.009502,0.004902,0.003627,0.004991,0.005812,0.003697,0.007109,-0.00491
Azerbaijani_Dagestan:GRC11053447,0.103579,0.080227,-0.042238,-0.011305,-0.039084,0.003904,0.00047,-0.006,-0.030883,-0.010752,-0.009419,0.00015,-0.007136,-0.011423,0.0057,0.004243,0.005998,0.00038,-0.000628,0.004627,-0.003743,-0.006059,0.003328,0.007832,0.002754
Azerbaijani_Dagestan:GRC11053448,0.095611,0.080227,-0.04186,-0.019057,-0.024312,0.00251,0.001645,-0.007384,-0.027406,-0.019499,-0.000974,-0.004946,0.001041,-0.005092,0.0019,-0.000663,-0.002999,0.001267,0.004022,0.004752,0.000998,0.000866,0.005053,0.001566,-0.001197
Azerbaijani_Dagestan:GRC11053449,0.101303,0.090382,-0.045254,-0.019057,-0.040007,-0.01255,0.00188,-0.001385,-0.0407,-0.014032,0.001786,0.004496,-0.010852,0.002752,0.002714,0.002387,0.003129,-0.004307,0.003394,-0.003252,0.004118,-0.007296,-0.003204,0.002048,0.011855
Azerbaijani_Dagestan:GRC11053451,0.099026,0.094444,-0.046009,-0.017765,-0.036622,0,0.00893,-0.007154,-0.03845,-0.028429,0.000812,0.005095,-0.006244,-0.011698,0.015201,-0.012198,-0.015646,0.004054,0.003142,-0.013506,-0.003619,0.001607,0.000986,0.004097,0.00455
Azerbaijani_Dagestan:GRC11053454,0.093335,0.087336,-0.04186,-0.015504,-0.037545,-0.016455,0.000235,0.000462,-0.028633,-0.019135,-0.00065,0.005545,-0.007284,0.00289,0.001221,-0.00053,0.00678,0.002407,-0.000251,-0.002251,-0.000873,-0.006183,-0.005053,0.002771,0.007185
Azerbaijani_Dagestan:GRC11053459,0.106994,0.107646,-0.035449,-0.011628,-0.024928,0.00502,0.00752,-0.010846,-0.046427,-0.022415,-0.002436,0.005695,-0.011744,-0.004266,0.004614,0.002519,-0.000913,-0.004814,-0.004651,0.005127,0.003494,-0.000742,0.000493,0.003615,0.000359
Azerbaijani_Dagestan:GRC11053460,0.102441,0.087336,-0.042992,-0.025517,-0.031083,-0.000279,0.003055,-0.003231,-0.039269,-0.014761,-0.011042,0.005095,-0.001041,-0.000138,-0.003936,0.00769,-0.001565,0.002407,-0.003897,0,0.003868,-0.008285,0.004683,0.002289,0.004071
Azerbaijani_Dagestan:GRC11053461,0.094473,0.106631,-0.036958,-0.020672,-0.038161,0.001394,-0.002115,-0.006231,-0.045609,-0.020957,0.003248,0.00015,-0.005798,-0.002202,0.006107,-0.017369,-0.01695,0.001774,0.002388,-0.008879,-0.00025,-0.006801,0.002095,-0.003615,0.003233
Azerbaijani_Iran:azerB38,0.08992,0.092413,-0.051288,-0.042959,-0.041546,-0.000279,0.00423,-0.003,-0.022907,-0.011845,-0.001624,-0.005095,-0.000297,0,0.003529,0.00411,-0.018254,0.001647,0.00729,-0.008129,0.00549,-0.000495,-0.005916,-0.004097,0.00479
Azerbaijani_Iran:azerB59,0.08992,0.076165,-0.04714,-0.042636,-0.036007,-0.00753,0.00376,-0.002769,-0.029656,-0.00656,0.000812,-0.001199,0.002527,0.007707,-0.005022,-0.011403,-0.020731,0.003927,0.009176,-0.008004,0.00262,0.000247,0.001109,0.00241,0.001796
Azerbaijani_Iran:azerB61,0.093335,0.093429,-0.047894,-0.039729,-0.035391,-0.006136,0.00423,-0.007384,-0.028633,-0.012939,0.004384,0.00015,-0.000892,-0.003853,0.003122,0.000398,-0.005998,0.003801,0.006159,-0.002501,-0.001373,0.00272,-0.003574,-0.00723,-0.005149
Azerbaijani_Iran:azerB64,0.095611,0.085304,-0.048649,-0.039083,-0.040315,-0.000558,0.007755,-0.005538,-0.03027,-0.014397,-0.002761,0.000899,0.002973,-0.009083,-0.005836,0.013789,0.011604,0.000507,0.000377,-0.002501,0.003369,-0.002844,-0.002958,-0.002892,-0.001437
Azerbaijani_Iran:azerb72,0.085367,0.083273,-0.053928,-0.036822,-0.039084,0,0.0047,0.000462,-0.026588,-0.01057,0.000325,-0.001798,-0.001635,0.00578,0.000407,-0.002254,-0.014864,0.001394,-0.004022,-0.007128,-0.00025,-0.002226,-0.000986,0.00253,0.001317
Azerbaijani_Iran:azerB8,0.095611,0.087336,-0.055814,-0.042636,-0.036314,-0.00251,0.008695,-0.008538,-0.029042,-0.005832,-0.001624,0.006594,-0.005203,0.003028,0.00285,0.005701,0.002868,0.002407,-0.002137,-0.013381,-0.002371,-0.001113,0.003081,-0.006507,0.00012
Azerbaijani_Iran:azerE1,0.093335,0.094444,-0.04978,-0.032946,-0.03693,-0.001952,-0.001645,-0.008538,-0.033337,-0.016401,0,0.000599,-0.000149,-0.009083,-0.001764,0.009414,0.015907,-0.00114,0.002388,-0.003126,-0.001996,-0.003462,-0.002835,-0.006507,-0.002874
Azerbaijani_Iran:azerE3,0.093335,0.098506,-0.047894,-0.043605,-0.03693,-0.004183,0.003525,-0.004615,-0.024952,-0.010934,-0.000325,0.001649,0.002379,0.000963,0.0019,0.005967,-0.001956,0.002407,0.004022,-0.004502,-0.000125,-0.001113,-0.003697,-0.004458,0.004191
Azerbaijani_Iran:azerE6,0.095611,0.087336,-0.043746,-0.03876,-0.035083,-0.00753,0.00094,-0.004384,-0.027611,-0.002187,0.002923,0.003897,-0.003568,-0.004817,0.002036,0.002121,0.000261,-0.002407,0.000503,-0.002501,0.000749,-0.000866,0.006655,-0.003976,0.000479
Azerbaijani_Iran:azerE70,0.08992,0.091398,-0.053174,-0.047158,-0.035699,-0.001952,0.009165,0.003692,-0.023316,-0.011481,0.000974,-0.001798,0.003122,0.000275,0.004072,-0.003845,-0.013169,0.001014,-0.002263,-0.005378,0.000749,-0.012365,-0.002342,-0.005302,0.008143
Azerbaijani_Republic_Gabala:Gabala_N01,0.088782,0.085304,-0.048649,-0.036176,-0.038161,-0.004462,0.005875,-0.006692,-0.020248,-0.009659,-0.001461,3e-04,-0.003271,0.002615,0.002036,-0.013259,-0.011995,-0.0019,-0.000503,-0.009004,-0.006738,0.000371,0.003574,-0.005663,-0.004071
Azerbaijani_Republic_Gabala:Gabala_N02,0.105855,0.091398,-0.045254,-0.034884,-0.039392,-0.006972,0.00517,-0.008307,-0.034565,-0.013303,0.000162,0.006444,-0.003271,-0.00055,-0.003529,0.008486,0.010561,0.002154,0.005782,-0.003126,-0.004367,-0.001607,0.001972,0.003133,0.002515
Azerbaijani_Republic_Gabala:Gabala_N03,0.099026,0.097491,-0.044877,-0.033269,-0.035083,-0.003068,0.00047,-0.004846,-0.036814,-0.016948,-0.000812,0.004346,-0.006244,0.007019,0.005429,0.001193,0,0.000253,0.004902,-0.012381,0.000873,-0.007296,-0.00456,0.001446,0.007784
Azerbaijani_Republic_Gabala:Gabala_N04,0.084229,0.083273,-0.044877,-0.039083,-0.03416,-0.01255,0.00329,-0.006461,-0.025156,-0.013485,-0.001786,-0.00015,0.004162,-0.011423,0.004072,0.006762,0.003651,-0.004434,0.002011,0.001876,0.00287,0.000371,0.005423,0.004097,-0.000479
Azerbaijani_Republic_Gabala:Gabala_NE01,0.092197,0.084289,-0.04186,-0.036176,-0.039084,-0.005299,0.001175,-0.002538,-0.038041,-0.01549,0.002598,3e-04,0.004014,-0.001789,0.004886,-0.007425,-0.01682,0.001267,0.001508,-0.007379,0.004367,0.002226,0.003574,-0.000723,-0.004071
Azerbaijani_Republic_Gabala:Gabala_NE02,0.09675,0.094444,-0.039221,-0.033269,-0.036314,-0.001673,0.006345,0.000692,-0.029451,-0.013303,-0.002761,0.000599,-0.001487,0.001651,0.008822,-0.006895,-0.011213,0.001394,0.007793,0,-0.001248,0.003833,-0.002711,0.003615,0.002155
Azerbaijani_Republic_Gabala:Gabala_NE03,0.108132,0.098506,-0.037335,-0.027132,-0.03693,0.003068,0.003995,-0.005307,-0.027611,-0.011845,-0.00747,0.001349,-0.003865,0.004542,0.009636,-0.01485,-0.011083,0.001647,0.000628,-0.003126,-0.002371,0.000742,0.001232,-0.004097,-0.010298
Azerbaijani_Republic_Gabala:Gabala_NE04,0.103579,0.097491,-0.050157,-0.030039,-0.041238,-0.000279,0.004935,-0.003,-0.035587,-0.011116,-0.004222,0.007194,-0.004311,-0.003578,0.003664,0,-0.000652,-0.0019,0.009427,0.00075,0.001622,0,-0.006162,-0.003374,0.000599
Azerbaijani_Republic_Gabala:Gabala_NE05,0.095611,0.099522,-0.043746,-0.031654,-0.038469,-0.01004,0.01034,-0.001846,-0.035383,-0.01713,0.001137,-0.00045,-0.001933,-0.000413,-0.0019,-0.001989,0.001173,0.00266,0.006913,-0.002126,0.001996,-0.002226,0.000123,-0.00012,-0.001796
Azerbaijani_Republic_Gabala:Gabala_NE06,0.101303,0.094444,-0.037335,-0.02584,-0.036314,-0.002789,0.000705,-0.005538,-0.035792,-0.024055,0.002273,0,0.003419,-0.001514,-0.006786,0.010077,0.007432,-0.0019,0.004902,-0.005253,0.000873,0.002226,0.006162,0.008073,0.001676
Azerbaijani_Republic_Gabala:Gabala_NE07,0.102441,0.101553,-0.050534,-0.031654,-0.031698,-0.008925,0.001645,-0.006,-0.032315,-0.012574,0.00065,0,-0.006244,-0.003991,0.001629,0.013922,0.015255,-0.00114,-0.000503,-0.001376,-0.002121,-0.006306,-0.002465,0.000602,0.007544
Azerbaijani_Republic_Gabala:Gabala_NE08,0.099026,0.103584,-0.044123,-0.017119,-0.033852,-0.003904,0.000235,-0.000923,-0.03661,-0.017859,0.001137,-0.001948,-0.002081,0.003028,0.000271,-0.005304,-0.007041,0.000633,0.007416,-0.000875,-0.003369,-0.002102,-0.00419,-0.006627,0.002275
Azerbaijani_Republic_Gabala:Gabala_NW01,0.095611,0.110693,-0.056568,-0.037791,-0.029852,-0.005857,0.005405,-0.002769,-0.037428,-0.005285,-0.005521,-0.000899,-0.003122,-0.008945,-0.007465,0.006497,0.015646,-0.00076,0.005531,-0.001376,0.004492,0.00371,-0.000493,0.000482,-0.000718
Azerbaijani_Republic_Gabala:Gabala_NW02,0.095611,0.096475,-0.044123,-0.0323,-0.040623,-0.00502,0.00752,-0.002077,-0.044177,-0.019135,-0.00406,0,-0.012933,0.001239,0.002036,0.004375,0.009648,0.004561,0.002263,-0.011756,-0.00262,-0.003339,0.005546,-0.005061,0.002634
Azerbaijani_Republic_Gabala:Gabala_NW03,0.102441,0.106631,-0.045632,-0.047158,-0.036007,-0.003347,0.00517,-0.000692,-0.031292,-0.01713,-0.004222,0.001798,-0.011596,0.001376,0.000271,-0.007027,-0.026729,0.006081,0.000251,-0.012131,-0.003494,0.002102,-0.003574,0.00482,0.002754
Azerbaijani_Republic_Gabala:Gabala_NW04,0.105855,0.105615,-0.058077,-0.039083,-0.034776,-0.008646,0.011751,-0.005077,-0.039882,-0.018953,0.004872,0.002098,-0.006987,-0.000826,0.003393,-0.007425,-0.007693,-0.00228,-0.002388,-0.00025,-0.001747,-0.002226,-0.006902,-0.009037,0.000958
Azerbaijani_Republic_Gabala:Gabala_NW05,0.100164,0.099522,-0.038843,-0.031654,-0.037238,-0.002231,0.00376,-0.006692,-0.031292,-0.018953,-0.002761,0.001199,-0.002527,0.001101,0.003122,-0.000796,-0.001825,0.001394,0.003142,0.004502,0.001872,0.001855,-0.00037,-0.001205,0.002754
Azerbaijani_Republic_Gabala:Gabala_NW06,0.093335,0.119832,-0.052043,-0.037145,-0.034468,-0.00753,0.007285,-0.010153,-0.034769,-0.01385,-0.007795,-0.00015,-0.005352,0.002202,0.004614,0.01127,0.01004,-0.003421,-0.001006,0.001126,-0.001248,0.000124,-0.000493,0.002651,0.002994
Azerbaijani_Republic_Gabala:Gabala_NW07,0.101303,0.099522,-0.045632,-0.031654,-0.031083,-0.005299,0.011045,-0.003461,-0.035587,-0.011299,-0.003735,-0.001349,-0.001041,-0.003716,-0.001764,0.012066,0.012647,-0.000127,0.003017,0.003752,0.001497,0.003586,-0.000863,-0.001446,0.000359
Azerbaijani_Republic_Gabala:Gabala_NW08,0.094473,0.088351,-0.044877,-0.031331,-0.033852,-0.00251,0.0094,-0.004846,-0.039473,-0.016037,-0.005684,0.003297,-0.006987,-0.010459,0.002579,0.015115,0.0103,-0.005448,-0.005279,0.00025,0.003619,0.002968,0.002465,0.003856,0.002874
Azerbaijani_Republic_Gabala:Gabala_SW01,0.099026,0.094444,-0.045254,-0.0323,-0.025235,-0.002789,0.00188,-0.001846,-0.033951,-0.009294,0.001949,0.000749,-0.001635,-0.007156,-0.001493,0.008884,0.002738,0.000127,-0.001508,-0.001126,-0.003494,0.00371,-0.006409,-0.005422,-0.001916
Azerbaijani_Republic_Shaki:Shaki01,0.091058,0.113739,-0.047894,-0.037468,-0.03139,-0.006972,0.00517,-0.01523,-0.030065,-0.019864,0.007307,-0.002098,-0.008771,0.002202,-0.001493,-0.000398,0.009257,0.001014,0.003771,-0.005878,-0.003119,-0.002102,0.002465,-0.011688,0.00479
