sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Sweden_Viking.SG:VK404,0.130897,0.135065,0.075801,0.06589199999999999,0.044624,0.024821,0.006815,0.009461,0.0071579999999999994,-0.010205,-0.004547,-0.009142,0.001635,-0.002064,0.019001,0.014585,-0.009779,0.006713999999999999,-0.001006,0.010505,0,-6.18e-4,3.7000000000000005e-4,0.010845,2.3899999999999998e-4
Sweden_Viking.SG:VK405,0.12634399999999998,0.136081,0.060716,0.059432,0.035699,0.009482,-4.7e-4,0.002538,0.01084,0,0.004222,0.009442,-0.017988,-0.015138,0.021172,0.00305,-0.016037,0.0022800000000000003,0.001006,-0.003126,0.012603,0.004327999999999999,-0.002218,0.009399,3.59e-4
Sweden_Viking.SG:VK406,0.12975799999999998,0.126941,0.06939000000000002,0.061693,0.047086,0.022032,0.006815,0.013153,0.007976,-0.004008999999999999,-0.004709,0.007343,-0.011298,-0.004542,0.019815,0.012596,-0.009257,6.33e-4,0.005405,0,0.009358,-0.004699,0.0029579999999999997,0.014821,0.005389
Sweden_Viking.SG:VK407,0.132035,0.136081,0.065242,0.064923,0.044931,0.0251,0.011751,0.00923,0.004090000000000002,-0.016401,-0.013316,0.004646,-0.011298,-0.00867,0.017779,0.016706,-0.006128,0.001267,0.010182,0.010005,0.016346,0.004822,8.629999999999998e-4,0.025184,-0.003952
Sweden_Viking.SG:VK42,0.12748199999999998,0.129988,0.055437,0.044251,0.036007,0.018686,0.001645,-2.3099999999999998e-4,0.010226,0.006925,-0.005033999999999999,5.989999999999999e-4,-0.0074329999999999995,-0.010597,0.011129,0.001856,-0.008084,-0.001647,0.00176,-3.75e-4,0.004742,6.18e-4,-0.007272,0.0026509999999999997,0.002155
Sweden_Viking.SG:VK424,0.12634399999999998,0.140143,0.058077,0.037468,0.050163,0.018686,-0.0021149999999999997,0,0.011658,0.010387,-0.016564,-0.005245,-0.007284,-8.259999999999999e-4,0.011943,7.959999999999998e-4,-0.011735,-6.33e-4,-0.001508,0.010755,0.013102,0.0029679999999999997,0.0040669999999999994,0.006627,5.989999999999999e-4
Sweden_Viking.SG:VK425,0.118376,0.127957,0.057322,0.067507,0.040007,0.010319,-9.4e-4,0.009923,0.022293,-5.47e-4,0.001137,-0.003147,-0.012487,-0.01156,0.018187,0.027711,-0.0020859999999999997,0.008615,-0.00817,0.007878999999999999,0.01123,0.006306,-0.008874,0.018798,0.019280000000000002
Sweden_Viking.SG:VK426,0.112685,0.126941,0.053174,0.021318,0.031698,0.007809,-0.013866,0.003231,0.006749,0.007107,-0.004872,0.012139,-0.016055,-0.029314,0.002307,0.023336,0.019949,-0.0013939999999999998,0.007164999999999999,-0.001501,-0.005988999999999999,0.012613,0.005053,-0.003856,-0.005029
Sweden_Viking.SG:VK427,0.121791,0.14319,0.086361,0.049419,0.039084,0.029005,2.35e-4,0.006922999999999999,-2.05e-4,0.009476,0.005196,0.010341,-5.949999999999999e-4,-0.018717,0.010858,0.010872,-0.007040999999999999,-0.004561,-0.012318,-0.004377,0.026079,0.007418999999999999,-0.012571,0.010122,0.015328
Sweden_Viking.SG:VK428,0.121791,0.137096,0.072784,0.065569,0.050779,0.012829,0.005405,0.001154,0.007976,-0.011663,0.002436,0.007044,-0.012190000000000001,-0.009634,0.021037,0.007424999999999999,-0.017993,-0.001647,0.008045,0.007003,0.011105,-0.006677,0.0040669999999999994,0.013134,0.005149
Sweden_Viking.SG:VK429,0.12520499999999998,0.133034,0.059961999999999994,0.047158,0.0397,0.027888999999999997,-0.00141,0.009000000000000001,0.005318,0.004008999999999999,-0.006333,0.004646,-0.020812,-0.009358,0.018594,0.002917,-0.001304,0.00266,0.01081,-0.005503,0.003743,0.004822,-0.0034509999999999996,0.016749,-4.79e-4
Sweden_Viking.SG:VK430,0.140002,0.137096,0.07731,0.056525,0.037544999999999995,0.026495,0.00893,0.008076999999999999,0.006954,-0.001276,0.010230000000000001,0.001798,0.009217,0.003303,0.013979,0.0057009999999999995,-7.819999999999999e-4,0.005574,0.013575,0.011756,0.008360000000000001,0.004575,-4.93e-4,0.014701,-0.008622
Sweden_Viking.SG:VK431,0.110408,0.133034,0.042615,0.027132,0.03416,0.011435,0.00799,0.001385,0.012476,0.012757,-0.003085,5.989999999999999e-4,-0.009217,-0.001789,0.008686,-0.006364,-0.011735,-0.008615,0.011816,0.002376,2.5e-4,0.007914,0.001725,0.004699,-0.013651
Sweden_Viking.SG:VK432,0.12975799999999998,0.127957,0.093903,0.103683,0.044931,0.048527,0.007050000000000002,0.023537,-0.001432,-0.042461,-6.500000000000001e-4,-0.020682,0.018285,0.042113,-0.015336,2.65e-4,0.002217,-0.0019,0.001006,0.006627999999999999,-1.25e-4,-0.010263,0.020213,-0.024341,0.005508
Sweden_Viking.SG:VK433,0.118376,0.135065,0.068259,0.059755,0.044008,0.022311,0.009165,0.012692,0.0022500000000000003,-0.0032800000000000004,-0.004709,-0.003447,-0.002973,0.006055,0.019951,-0.005967,-0.016037,0.005194,0.002263,0.005378,-0.002496,0.004699,-0.0036969999999999998,0.002771,0.004311
