sample,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26
Czech_EBA_Unetice:MIB036,0.12748199999999998,0.121864,0.06486499999999999,0.067507,0.025543,0.017849,0.00188,0.005307,-0.0071579999999999994,-0.014397,-0.005033999999999999,0.007493,-0.015461,-0.018441,0.016829,0.024263999999999997,0.0103,-0.0011400000000000002,0.011941,-0.004252,0.004367,0.003957,-0.009120000000000001,0.0048200000000000005,-0.002874
Czech_EBA_Unetice:MIB037,0.12748199999999998,0.128972,0.057322,0.06815299999999999,0.026466,0.028168,0.0075200000000000015,0,-0.009613,-0.014579,0.004872,0.004196,-0.014569,-0.012386,0.016286,0.010740000000000001,0.013299,-6.33e-4,1.26e-4,0.012756,0.011979,0.004575,0.0024649999999999997,0.006627,0.002515
Czech_EBA_Unetice:MIB039,0.124067,0.13100299999999998,0.055437,0.057171,0.030159,0.018407,-0.00282,0.0027689999999999998,0.006545,0.001822,-0.006170999999999999,5.989999999999999e-4,-0.006986999999999999,-0.016377,0.010315,0.011005,0.006128,0.005068,0.007793,0.011756,0.001872,0.013602,-0.0014789999999999998,0.007591,-0.009939
Czech_EBA_Unetice:MIB040,0.12520499999999998,0.119832,0.06939000000000002,0.067507,0.032621,0.024263,0.00188,0.004384,6.14e-4,-0.012574,-0.006170999999999999,-0.003597,-0.005203,-0.003441,0.017235999999999998,0.017502,0.012778,-0.002154,0.004777,0.006503,0.011355,-3.7099999999999996e-4,-3.7000000000000005e-4,0.002169,0.010658
Czech_EBA_Unetice:MIB042,0.118376,0.122879,0.061848,0.062662,0.03139,0.013108,0.003994999999999999,0.003231,0,-5.47e-4,-0.009906,0.002248,-0.001041,-0.010735,0.021580000000000002,0.009414,-0.0010429999999999999,-0.00152,0,0.004627,0.003743,-0.007666,0.005423,-0.004338,-2.3899999999999998e-4
Czech_EBA_Unetice:MIB045,0.133173,0.136081,0.056568,0.07041399999999999,0.032929,0.021196,0.002585,0.00923,-0.001023,9.11e-4,0.002111,0.004796,-0.0031219999999999998,-0.004542,0.013029,0.009016,-0.002868,0.005068,0.004148,0.006003,0.007736,0.0018549999999999999,4.93e-4,0.012411,8.38e-4
Czech_EBA_Unetice:MIB046,0.130897,0.128972,0.065619,0.076551,0.029852,0.035419,4.7e-4,0.0034609999999999997,-0.002045,-0.016947999999999998,-1.6199999999999998e-4,-0.001049,-0.004014,-0.01156,0.021308,0.011138,0.007040999999999999,0.006588,0.0011309999999999998,0.003502,0.0044919999999999995,0.004822,0.005053,0.007470999999999999,-2.3899999999999998e-4
Czech_EBA_Unetice:MIB047,0.12748199999999998,0.119832,0.060716,0.068476,0.023389,0.022590000000000002,0.00517,0.011769,-0.011249,-0.014397,0.0014609999999999998,0.003597,-0.006986999999999999,-0.007293999999999999,0.024700999999999997,-0.002784,-0.013038,-0.0038009999999999997,-0.006158999999999999,0.001,-7.49e-4,0.005934999999999999,0.008627,0.004940000000000002,-0.008381999999999999
Czech_EBA_Unetice:MIB048,0.12634399999999998,0.129988,0.058454,0.061693,0.037544999999999995,0.018686,0,0.007154,0.012476,-0.001276,-8.12e-4,0.006594,-0.008622,-0.019542,0.017644,0.013126,0.009127,0.006588,-6.28e-4,0.001251,0.0026200000000000004,0.0018549999999999999,-4.93e-4,-8.43e-4,0.003712
Czech_EBA_Unetice:MIB049,0.124067,0.133034,0.057699,0.057494,0.024312,0.014781,-0.003525,0.001385,-0.003068,-0.0014579999999999999,0.002598,-0.002248,-0.0055000000000000005,-0.009496,0.018865,0.010740000000000001,0.004955,0.004307,-0.005908,-8.749999999999999e-4,0.008360000000000001,0.015704,0.003081,0.0036149999999999997,-0.008860999999999999
Czech_EBA_Unetice:MIB051,0.119514,0.12592599999999998,0.061848,0.067184,0.017849,0.026216,0.0047,-9.23e-4,-0.003068,-0.006013999999999999,-0.007632,0.007194,-0.010852,-0.019267,0.019815,0.006364,-0.007431999999999999,-0.006081,-0.003771,-0.010505,0.012478,0.004451,0.007148,0.008917,0.007783999999999999
Czech_EBA_Unetice:MIB052,0.117238,0.12592599999999998,0.060339,0.049096,0.031698,0.021196,0.01034,0.009000000000000001,0.001841,-0.011481,-0.006658,-0.005545,-0.008622,0.001514,0.016558,0.001591,-0.024643,-0.0013939999999999998,0.0011309999999999998,0.002376,0.003993,0.0021019999999999997,0.0034509999999999996,-0.002048,-0.0033529999999999996
Czech_EBA_Unetice:MIB054,0.122929,0.12592599999999998,0.059208,0.071383,0.028313,0.022032,0.00564,0.004615,-0.007771999999999999,-0.018406,-0.005033999999999999,0.001798,-0.002973,-0.008257,0.019001,0.020949,0.013821,0.0011400000000000002,3.77e-4,0.011756,0.00574,9.89e-4,0.0067789999999999994,0.005181,0.002036
Czech_EBA_Unetice:MIB057,0.12520499999999998,0.118817,0.058830999999999994,0.068799,0.033545,0.017012,0.0021149999999999997,0.003922999999999999,-0.00634,-0.009294,-0.008119,0.0016489999999999999,-0.005797999999999999,-0.014863,0.018051,0.018297,0.009779,0.002154,-0.006158999999999999,0.005378,0.0013729999999999999,-0.00272,0.014913,0.004338,-2.3899999999999998e-4
Czech_EBA_Unetice:MIB058,0.122929,0.128972,0.059961999999999994,0.058140000000000004,0.022773,0.024821,-0.005875,0.0062309999999999996,0.001841,-0.009476,-0.004384,0.001199,-0.005203,9.63e-4,0.022665,-0.001591,-0.019297,0.002534,-0.0030169999999999997,-0.0025009999999999998,0.002745,0.007914,-0.001972,0.004338,0.0035919999999999997
Czech_EBA_Unetice:MIB060,0.120652,0.13100299999999998,0.057322,0.065246,0.028313,0.023985,0.004935,0.007154,-0.0038859999999999997,-0.010934,0.003248,8.99e-4,-0.005797999999999999,-0.026699,0.016558,0.021347,0.010952,0.0022800000000000003,-0.004902,-0.002126,0.003993,-0.006677,-0.003944,0.007109,0.003832
Czech_EBA_Unetice:MIB062,0.12748199999999998,0.135065,0.058830999999999994,0.051357,0.025851,0.018686,0,9.23e-4,0.003068,-0.013668,-0.001137,0.007044,-0.013082,-0.001789,0.014115,0.011668,5.22e-4,-0.0020269999999999997,0.001885,0.011255,0.010731,-0.002349,0.008751,-0.0073500000000000015,0.006346999999999999
Czech_EBA_Unetice:MIB063,0.130897,0.127957,0.050157,0.06815299999999999,0.029236,0.025658,0.0021149999999999997,-4.619999999999999e-4,-0.0057269999999999995,-0.008747,-0.001949,0.01094,-0.008324999999999999,-0.003853,0.016151,-0.006098999999999999,-0.02373,0.005448,0.009427,-0.004377,-0.005241,8.659999999999999e-4,0.0034509999999999996,0.005542999999999999,0.004190999999999999
Czech_EBA_Unetice:MIB067,0.12634399999999998,0.129988,0.059585,0.043282,0.024928,0.017849,0.00517,0.005537999999999999,-0.011658,-0.002734,-0.005033999999999999,-0.001349,-0.006541,-0.021744,0.014658,0.020551,0.017863,0.004687,0.0020109999999999998,0.002251,-0.0011229999999999999,2.47e-4,0.013434,0.0194,-0.007664
Czech_EBA_Unetice:MIB068,0.134311,0.137096,0.053174,0.053618,0.038161,0.013945,0.00282,-0.003231,-0.0045000000000000005,0.001822,-0.009256,-0.005395,-0.016798999999999998,-0.007293999999999999,0.008822,0.018695,0.02034,-0.0019,-0.0012569999999999999,0.01088,-0.003619,0.004822,0.007395,0.0048200000000000005,0.002275
Czech_EBA_Unetice:MIB069,0.12748199999999998,0.117801,0.058077,0.061693,0.028928,0.027331,0.006110000000000002,0.004615,-0.015747999999999998,-0.021139,-0.0071449999999999994,-0.004796,-0.012190000000000001,-0.017616,0.024973,0.002387,-0.012647,0.007728,0.013701,0.001751,0.001872,0.00136,-0.005792999999999999,0.008073,0.005149
Czech_EBA_Unetice:MIB071,0.119514,0.120848,0.063733,0.056525,0.035699,0.016455,0.00564,0.002538,-0.013294,-0.006196,-0.004547,0.004496,-0.013231,-0.014175,0.013708,-1.33e-4,-0.007561999999999999,-0.0019,0.0020109999999999998,6.25e-4,-0.002371,0.00272,-0.0034509999999999996,0.001928,-0.005987
Czech_EBA_Unetice:MIB072,0.12520499999999998,0.128972,0.060716,0.064923,0.036007,0.030399,0.005875,0,-0.011044,-0.008017999999999999,-0.004547,5.989999999999999e-4,-5.949999999999999e-4,-0.009083,0.016829,0.007026999999999999,-0.003912,-0.004181,0.0060339999999999994,0.003877,0.003369,0.004203999999999999,0.007025,0.007832,-2.3899999999999998e-4
Czech_EBA_Unetice:MIB075,0.12975799999999998,0.133034,0.056191,0.047480999999999995,0.025235,0.016176,0.009635,0.011076,-0.005522,-0.014579,-0.006983,-0.002698,-0.004608,-0.010184,0.005157,0.009944,0.012386,0.003421,-0.002263,0.0018759999999999998,1.25e-4,7.419999999999999e-4,-0.003081,-9.64e-4,-0.001197
Czech_EBA_Unetice:MIB079,0.12862,0.126941,0.056191,0.061370000000000015,0.028620999999999997,0.012829,0.006580000000000002,0.016153,-0.009204,-0.014943,-0.002111,-0.001349,0.001338,-0.004817,0.027416,0.008353,-0.013038,-0.0031669999999999997,-0.004274,0.001751,0.004866,0.005193,3.7000000000000005e-4,0.01446,0.009340000000000001
Czech_EBA_Unetice:MIB082,0.130897,0.126941,0.056568,0.053618,0.033236999999999996,0.021475,0.012456,0.014769,-0.002045,-0.010934,-1.6199999999999998e-4,-0.002698,-0.008176,-0.012386,0.013708,0.009149,-0.007692999999999999,0.004687,0.007416,0.01088,-0.008610000000000001,3.7099999999999996e-4,-0.007148,0.00241,-7.18e-4
Czech_EBA_Unetice:MIB083,0.132035,0.128972,0.055437,0.068476,0.033236999999999996,0.018686,0.003525,-0.0023079999999999997,-0.009408,-0.018406,0.002923,-0.001049,0.002379,-4.1299999999999996e-4,0.014658,0.005038,-0.007040999999999999,0.0022800000000000003,2.51e-4,0.004377,-8.73e-4,0.0018549999999999999,0.0053,-0.001084,0.002395
Czech_EBA_Unetice:MIB084,0.124067,0.121864,0.065242,0.067507,0.028620999999999997,0.0251,0.00141,0.004615,-0.001432,-0.008383,-0.006170999999999999,0.003447,-0.008028,-0.016790000000000006,0.025108,0.012994,-0.016298,0.006081,0.002263,0.0020009999999999997,0.004742,0.004451,0.0067789999999999994,-0.00253,-8.38e-4
Czech_EBA_Unetice:MIB087,0.124067,0.123895,0.06712699999999999,0.059432,0.034776,0.024263,0.004935,2.3099999999999998e-4,8.179999999999999e-4,-0.014579,-0.015265,4.5e-4,-0.004757,-0.012248,0.017644,0.010077,0.002999,-5.07e-4,0.002891,0.010255,3.74e-4,0.004451,-0.002835,0.001325,-0.002155
Czech_EBA_Unetice:MIG010,0.132035,0.13100299999999998,0.066373,0.070737,0.024928,0.026216,0.010105,0.007845999999999999,-0.011453,-0.021322,-0.010393,-0.0029969999999999997,0.001338,-0.018717,0.018458,0.021612,-0.004563,1.27e-4,0.006411,0.01013,1.25e-4,0.001731,-1.2299999999999998e-4,0.012532,0.008022999999999999
Czech_EBA_Unetice:MIG011,0.130897,0.13100299999999998,0.060339,0.060078,0.028620999999999997,0.010877,-7.05e-4,0.002077,-2.05e-4,-0.009294,0.005196,-0.001798,-0.0031219999999999998,-0.018441,0.011943,0.017103999999999998,0.005607,0.001014,0.004148,0.007003,-0.003743,0.010016,0,-0.006748,-0.0029939999999999997
Czech_EBA_Unetice:MIS001,0.12748199999999998,0.120848,0.056191,0.065246,0.030159,0.019243,0.008695,0.004154,-0.016361999999999998,-0.016583,0.007956999999999999,-0.0029969999999999997,-0.0025269999999999997,-0.014588,0.023615,0.018430000000000002,0.007823,0.007855,0.0060339999999999994,0.009755,0.003369,-0.002349,-0.003204,0.0036149999999999997,-0.005508
Czech_EBA_Unetice:MIS002,0.12634399999999998,0.127957,0.061094,0.057817,0.032313999999999996,0.015618,0.004935,0.007845999999999999,-0.001023,-0.010934,-0.002111,0.004346,-0.00446,-0.00812,0.010315,0.007026999999999999,-0.001434,0.0020269999999999997,0.0027649999999999997,0.0040019999999999995,0.011854,-8.659999999999999e-4,-0.002218,0.001325,-0.002275
Czech_EBA_Unetice:MIS004,0.12975799999999998,0.13100299999999998,0.055814,0.052972,0.022158,0.030957,0.0032900000000000004,0.007154,-0.014112,-0.011481,0.001949,-0.004496,-0.010704,-0.003441,0.008414999999999999,-0.018165,-0.005085,-0.004941,0.003771,-0.0050019999999999995,-0.0017469999999999999,0.003833,6.16e-4,0.005422,0.002395
Czech_EBA_Unetice:MIS005,0.12634399999999998,0.132019,0.06486499999999999,0.064923,0.033236999999999996,0.024542,0.009165,0.006461,0.002454,-0.008201,-0.010555,0.013038,-0.010555,-0.006055,0.022258,0.003845,-0.005346,0.011529,0.01169,-0.004627,0.006738,0.001113,8.629999999999998e-4,-0.011688,-3.59e-4
Czech_EBA_Unetice:MIS006,0.12862,0.129988,0.060339,0.06944499999999999,0.036930000000000004,0.024542,0.003994999999999999,0.011538,0.007771999999999999,0.003645,-0.005684,0.008992,-8.92e-4,-0.001651,0.011129,0.002652,-0.001956,0.010388,0.007164999999999999,5e-4,-0.002995,-0.006059,-0.008874,0.020726,0.002395
Czech_EBA_Unetice:PDA002,0.12862,0.118817,0.053174,0.076874,0.027697,0.022311,0.004465,0.0023079999999999997,-0.016566,-0.020775,-9.739999999999999e-4,0.006294,-0.010555,-0.012937,0.019001,0.008485999999999999,-0.007170999999999999,0.0031669999999999997,0.0045249999999999995,-0.006253,-0.003993,-0.005193,-0.007640999999999999,0.0048200000000000005,0.001676
Czech_EBA_Unetice:PMI001,0.12748199999999998,0.12592599999999998,0.058077,0.064923,0.024928,0.022311,0.006815,0.005537999999999999,-0.003068,-0.00893,0.001624,-0.003297,-0.010406,-0.007568999999999999,0.025651,0.016971,-0.004302999999999999,-0.005448,-0.013701,0.001126,0.002496,0.0072959999999999995,-0.002095,-0.003735,0.006107
Czech_EBA_Unetice:PMI003,0.120652,0.13100299999999998,0.05242,0.062985,0.022158,0.033746,0.0032900000000000004,-0.0027689999999999998,-0.018407,-0.024237,0.002598,-8.99e-4,-0.005352,-0.010459,0.015336,6.63e-4,-0.005737,0.002154,0.003771,-5e-4,-0.006364,0.004327999999999999,0,0.004940000000000002,0.005748
Czech_EBA_Unetice:PMI004,0.121791,0.128972,0.056945,0.07622799999999999,0.021542,0.024542,-0.0032900000000000004,0.001385,0.007771999999999999,-0.015126,0.005684,0.005245,-5.949999999999999e-4,-0.010184,0.017508,0.002387,-0.021774,-0.004434,0.0055309999999999995,-0.007128,-0.00287,0.006306,0.011092,0.010242,0.001078
Czech_EBA_Unetice:PMI006,0.12634399999999998,0.123895,0.052043,0.084949,0.032929,0.033187999999999995,0.002585,0.006,-0.007567,-0.012574,3.25e-4,0.004046,1.49e-4,-0.013212,0.019679,0.001989,-0.012126,-2.5299999999999997e-4,0.004399,0.0076289999999999995,0.009483,0.00371,0.0066549999999999995,-0.009760000000000001,-0.014130000000000004
Czech_EBA_Unetice:PMI009,0.117238,0.132019,0.055814,0.048127,0.041238,0.016455,0.007755,0.014538,0.010022,0.008565,0.003735,-0.001798,-0.006541,-0.020919,0.005565,0.014187,-0.005607,-0.002407,0.006411,0.001251,-4.99e-4,0.006306,-0.00949,0.007109,0.005029
Czech_EBA_Unetice:PMI010,0.121791,0.128972,0.055814,0.080427,0.028620999999999997,0.028447,0.011986,0.003,-0.005931,-0.016401,-0.002111,0.003597,-0.009068,-0.015276,0.020629,0.019623,0.017602,0.004687,-0.001006,0.009254,0,0.008161,-3.7000000000000005e-4,0.008796,-0.0075439999999999995
Czech_EBA_Unetice:PMI012,0.12634399999999998,0.128972,0.060339,0.056525,0.019388,0.009761,0.014101,0.012692,-0.010431,-0.008017999999999999,-0.013641,0.007793,-0.011596,-0.020780999999999997,0.013708,0.017103999999999998,0.016037,-0.0036739999999999997,-0.006411,2.5e-4,-0.003244,-0.002473,-0.012941,0.009158,-0.007903
Czech_EBA_Unetice:VLI042,0.12862,0.128972,0.05506000000000001,0.057494,0.028620999999999997,0.03263,0.01081,0.004384,-0.00634,-0.005285,-0.009581,0.009292,-0.010704,-0.010735,0.016558,0.005967,-0.012778,1.27e-4,-0.010182,-0.005627999999999999,0.007736,0.006059,-0.005546,0.0026509999999999997,-0.007903
Czech_EBA_Unetice:VLI045,0.12862,0.127957,0.059961999999999994,0.068799,0.025543,0.020638,-0.0032900000000000004,0.004384,-0.010431,-0.010752,-0.004222,0.003597,-0.005352,-0.009083,0.021987,-0.010607,-0.021904999999999997,0.009882,0.002388,0.006128,0.008735,0.003091,-0.002588,0.004458,-0.003473
Czech_EBA_Unetice:VLI046,0.10927,0.126941,0.049403,0.050387999999999995,0.032006,0.00502,-0.004935,0.017768,-0.006136,-0.018588,6.500000000000001e-4,0.014237,-0.023934,-0.011147,0.010858,0.009679,0.0103,0.0020269999999999997,-0.011061,0.002376,0.003993,0.010263,-0.009737,0.003133,-0.002634
Czech_EBA_Unetice:VLI050,0.12748199999999998,0.136081,0.07995000000000002,0.053941,0.061550000000000014,0.010877,0.0047,0.017537999999999998,0.018612,-0.004920000000000002,4.8699999999999997e-4,-0.009142,0.007878999999999999,0.015551,-0.011265,0.008485999999999999,0.008865999999999999,-0.003547,0.003645,0.005503,0.006239,0.001237,3.7000000000000005e-4,-0.025425,0.005987
Czech_EBA_Unetice:VLI058,0.12862,0.117801,0.062979,0.067507,0.033545,0.033746,-0.001175,0.001615,-0.013703,-0.014579,-0.008607,-0.005395,-2.97e-4,-0.014313,0.020087,-0.001856,-0.00339,0.005320999999999999,-0.00352,0.004252,0.005988999999999999,0.005193,-0.001972,0.011809,-0.006227
Czech_EBA_Unetice:VLI065,0.133173,0.127957,0.06260199999999999,0.059108999999999995,0.028005,0.027331,-7.05e-4,0.001385,-0.005522,-0.009841,-0.0071449999999999994,0.01169,-0.0074329999999999995,-0.004266,0.026465,-0.008088,-0.010561,-0.002154,-0.0045249999999999995,0.006378,0.007362,0.006554,-1.2299999999999998e-4,0.009881,-5.989999999999999e-4
Czech_EBA_Unetice_o:VLI051,0.12862,0.11577000000000001,0.101445,0.105945,0.048932,0.026774,0.013161,0.014999,-0.001841,-0.040456,1.6199999999999998e-4,-0.007793,0.030178,0.032479,-0.006107,0.009016,1.3000000000000002e-4,0.0019,0.0027649999999999997,0.016508,-0.006613,-0.00915,0.007764999999999999,-0.022051,0.005627999999999999
Czech_EMBA:I16538,0.130897,0.133034,0.061094,0.051680000000000004,0.032929,0.022311,0.004935,0.002077,0.001841,-0.004190999999999999,-0.005521,0.0016489999999999999,-0.012339,-0.00867,0.015065,0.022938,0.019297,-0.001267,0.00176,0.0030009999999999998,-3.74e-4,-9.89e-4,-0.004314,-0.004458,0.0029939999999999997
Czech_MBA_Tumulus:I16111,0.12975799999999998,0.145221,0.051666,0.03553000000000001,0.038469,0.009482,0.009635,0.0034609999999999997,0.002659,0.017495,-3.25e-4,0.004646,-0.009217,-0.0012389999999999999,0.007736,-0.015513,-0.029335999999999997,-0.002534,-7.54e-4,0.001,0.002496,0.002473,-0.008381,-0.005542999999999999,-0.002634
Czech_MBA_Tumulus:I16112,0.12975799999999998,0.141159,0.050911,0.019057,0.045855,0.00753,-0.0032900000000000004,0.007614999999999999,0.0038859999999999997,0.018224,-0.007956999999999999,0.003597,-0.018583,-0.013212,-0.007057,-0.001193,-0.007170999999999999,0.005194,0.002263,-0.001501,-0.003993,-0.009027,-0.008258,-0.010965,-0.002155
Egypt_ThirdIntermediatePeriod:JK2911,0.054635,0.144205,-0.045632,-0.118219,-0.001846,-0.04769,-0.019271,-2.3099999999999998e-4,0.048062999999999995,0.006925,0.01835,-0.016635,0.027800000000000002,-0.009771,-0.003529,0.002121,-0.00678,0.005828,-0.006535999999999999,0.018759,0.006613,0.006306,0.0038209999999999997,-0.008917,-0.005508
England_BellBeaker:I2418,0.12748199999999998,0.118817,0.063356,0.075905,0.03139,0.027331,0.00282,-0.003922999999999999,-0.010226,-0.006013999999999999,-0.001137,0.005245,-0.015907,-0.019818,0.027280000000000002,-0.0037129999999999997,-0.022165,0.004941,0.005908,0.007253,0.014100000000000001,0.0019779999999999997,-0.002588,0.005181,0.001197
England_BellBeaker:I2443,0.12520499999999998,0.123895,0.060339,0.063631,0.022158,0.023148,0.0021149999999999997,0.005769,-0.001227,-0.019499,0.003085,0.003597,-0.006392,-0.008395,0.034473,-3.9799999999999997e-4,-0.016559,0.004307,7.54e-4,0.013006,0.004617,-1.24e-4,0.001972,-0.00241,-0.0017959999999999999
England_BellBeaker:I2445,0.133173,0.113739,0.061094,0.063631,0.031698,0.013387,9.4e-4,-9.23e-4,0.011044,-0.004556,0.006333,-0.001499,-0.008473999999999999,-0.015001,0.020765,0.012729,0.011213,-0.002914,-0.0050279999999999995,0.010255,0.010856,0.0056879999999999995,0.002095,0.0069889999999999996,0.001437
England_BellBeaker:I2447,0.124067,0.121864,0.06486499999999999,0.073321,0.024004,0.027052,0.001175,0.002077,0.0016359999999999999,-0.009659,-0.013803,8.99e-4,-0.017393,-0.013625,0.033659,0.013524,-0.008735999999999999,0.003041,7.54e-4,0.005627999999999999,0.014225,0.005070000000000002,-0.002218,7.23e-4,0.001916
England_BellBeaker:I2450,0.12975799999999998,0.123895,0.062225,0.08333399999999999,0.019080000000000007,0.028168,0.0075200000000000015,0.008538,-0.010635,-0.021504,-0.00406,0.006744,0.003271,-0.013487,0.034609,0.0037129999999999997,-0.015646,0.001014,0.005154,0.012506,0.008235,0.00136,2.4599999999999996e-4,0.014701,0.001317
England_BellBeaker:I2452,0.124067,0.127957,0.065996,0.070737,0.035391,0.020638,0.003055,0.006461,-0.001227,-0.007836,0.003248,0.005694999999999999,-0.007136,-0.021882,0.025651,0.021082,0.005737,3.8e-4,-2.51e-4,0.003502,0.009234,0.003215,0.003944,0.001084,-0.001557
England_BellBeaker:I2453,0.121791,0.12491000000000001,0.057699,0.068799,0.027082,0.025937,0.005405,0.007614999999999999,-0.006954,-0.014397,-0.010068,0.005545,-0.018583,-0.011973,0.022122,0.001591,-0.009518,-0.004687,0.006285,0.005877999999999999,0.004242999999999999,0.013478,-0.004437,-0.004699,0.00479
England_BellBeaker:I2455,0.12862,0.12592599999999998,0.075047,0.077197,0.020311,0.020638,0.012221,0.013615,-0.010431,-0.003462,0.0060079999999999995,0.007643,-0.005648999999999999,-0.01913,0.023208,-0.009414,-0.018775,0.017483,0.016968999999999998,0.0025009999999999998,-0.0013729999999999999,0.006430000000000002,-0.005053,0.017352,0.014849
England_BellBeaker:I2565,0.136588,0.12491000000000001,0.053174,0.083657,0.04924000000000001,0.036256,-0.022326,0.009000000000000001,-0.010431,0.010570000000000001,-0.023059,-0.007793,-0.021704,-0.031103,0.010858,0.026651,-0.004693999999999999,0.0020269999999999997,5.03e-4,0.025387,-0.007362,0.0021019999999999997,-0.010106,0.023256,0.0029939999999999997
England_BellBeaker:I3255,0.12975799999999998,0.12592599999999998,0.068259,0.070091,0.037544999999999995,0.020917,0.006815,0.003231,-0.003477,-0.005648999999999999,-0.009906,0.003297,-0.015312,-0.024359,0.029316,0.027048,0.007431999999999999,-0.007600999999999999,-0.003394,0.015757999999999998,0.007487,0.004946,-0.001356,0.009037,-0.001437
England_BellBeaker:I3256,0.130897,0.12592599999999998,0.062979,0.067184,0.030467,0.019801,0.005405,0.001846,0.004090000000000002,0.001276,-0.003085,0.004046,-0.0066900000000000015,-0.014175,0.025651,0.009546,-0.006389,0.0013939999999999998,0.004274,0.007253,0.009358,-0.002473,4.93e-4,0.003735,-0.0046700000000000005
England_BellBeaker:I4951,0.124067,0.122879,0.072784,0.08107299999999999,0.013233,0.020359,-0.0075200000000000015,0.004846,-0.016566,-0.016219,-0.006170999999999999,0.010491,-0.007730000000000002,-0.007293999999999999,0.029994,-0.001989,-0.019558,1.27e-4,0.003771,0.008128999999999999,0.009358,-0.012613,0.006409,0.018677,-0.010897
England_BellBeaker:I5382,0.12520499999999998,0.123895,0.06486499999999999,0.057494,0.029852,0.019801,7.05e-4,-0.006692,-0.002659,-0.005467,-0.013478,-4.5e-4,-0.015609,-0.011285,0.02348,0.002254,-0.0032600000000000003,0.001267,0.0012569999999999999,0.001501,-0.0011229999999999999,0.004575,-0.002711,0.012291,-0.00455
England_BellBeaker:I5513,0.12975799999999998,0.118817,0.068259,0.06589199999999999,0.024928,0.035140000000000005,0.001175,0.007154,-0.006136,-0.011845,-0.007795,0.006144999999999999,-0.0062439999999999996,-0.023946,0.027416,0.025987999999999997,0.002477,0.004307,0.0055309999999999995,0.014257,0.011729,0.0040809999999999996,-0.002711,0.013375,-0.0029939999999999997
England_BellBeaker:I6775,0.132035,0.13100299999999998,0.055437,0.061370000000000015,0.027697,0.018407,0.003994999999999999,0.003231,6.14e-4,-0.0014579999999999999,-0.0014609999999999998,4.5e-4,-0.016798999999999998,-0.019542,0.019137,0.023203,0.013430000000000001,0.0022800000000000003,-0.00176,0.01013,0.0017469999999999999,0.004946,0.008504,0.00723,-0.002515
England_BellBeaker_highEEF:I14200,0.120652,0.121864,0.061471,0.028747,0.036622,0.003626,-4.7e-4,-0.007384,0.012476,0.017677,-0.014128,0.023829,2.97e-4,-0.021744,0.020358,0.008884,0.012256,0.008487999999999999,-0.004399,0.012256,0.008360000000000001,-0.009769,0.008504,-0.008796,0.002036
England_BellBeaker_highEEF:I1767,0.12748199999999998,0.140143,0.059585,0.048773,0.034776,0.0064139999999999996,-0.00141,4.619999999999999e-4,0.012476,0.003645,-0.0071449999999999994,0.001798,-0.015461,-0.006881,0.017235999999999998,-0.003315,-0.020861,0.007728,7.54e-4,0.004876999999999999,0.010606,0.006677,0.006162,-9.64e-4,-0.008622
England_BellBeaker_highEEF:I2416,0.12975799999999998,0.150298,0.07127599999999999,0.020026,0.048624,0.0047409999999999996,4.7e-4,0.0062309999999999996,0.036201,0.020957,-0.005196,0.01094,-0.031813,-0.007019,0.009772,0.019888,0.014081,-0.0031669999999999997,-0.002263,0.002376,0.022959,0.013354,-0.00986,-0.0069889999999999996,-0.005029
England_BellBeaker_highEEF:I5379,0.124067,0.127957,0.057699,0.056525,0.029852,0.014223,9.4e-4,0.0034609999999999997,-4.0899999999999997e-4,0.002734,-0.002923,0.004196,-0.013231,-0.007293999999999999,0.019001,2.65e-4,-7.819999999999999e-4,-0.002914,6.28e-4,0.010755,0.003369,0.005317,-0.002095,-1.2000000000000002e-4,0.001557
England_BellBeaker_highWHG:I2446,0.12520499999999998,0.129988,0.07203000000000001,0.054587,0.047701,0.018965,0.00188,0.005537999999999999,0.016566,0.019499,0.002598,0.001798,-0.016501,-0.012661,0.016422,0.018828,0.011865,-5.07e-4,0.00176,0.014507,0.015597,-0.003215,-0.014050000000000003,0.0039759999999999995,0.004190999999999999
England_BellBeaker_lowEEF:I2454,0.132035,0.121864,0.061848,0.074613,0.022466,0.029005,0.00188,0.005077,-0.012271,-0.016947999999999998,-0.007632,0.004646,-0.013231,-0.016790000000000006,0.029723,-0.011403,-0.023078,0.006081,-1.26e-4,-6.25e-4,0.0026200000000000004,-0.006801,0.004807,0.001325,0.001676
England_BellBeaker_lowEEF:I2459,0.12634399999999998,0.114755,0.068259,0.080104,0.030775,0.021753,-0.00141,0.0062309999999999996,-0.007363,-0.017677,-0.012017,3.0000000000000003e-4,-0.0050539999999999995,-0.025598,0.032573,0.014320000000000001,-0.008605,0.002534,0.002388,0.008504,0.006862999999999999,-0.005934999999999999,0.001849,-4.819999999999999e-4,-0.004431
England_BellBeaker_lowEEF:I5376,0.12634399999999998,0.116786,0.060716,0.064923,0.032929,0.026216,-0.010105,-0.005077,-0.009408,-0.013303,0.002436,0.001798,-0.001338,-0.027111999999999997,0.019544,0.025457,0.017471,0.002787,0.0026400000000000004,0.011255,-0.00574,0.006306,0.002588,-0.005663,0.002634
